RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,147,97,50,5,121,85,36,5
2,150,95,55,5,95,66,29,5
3,152,99,53,5,102,75,27,5
4,150,98,52,5,101,75,26,5
5,145,100,45,5,127,93,34,5
6,153,96,57,5,106,74,32,5
7,147,98,49,5,117,87,30,5
8,148,96,52,5,109,82,27,5
9,147,97,50,5,100,77,23,5
10,153,97,56,5,125,92,33,5
