RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,157,121,36,24.49,41,37,4,26.32,128112,93768,33880,29688,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
2,159,116,43,24.95,49,36,13,27.0,104744,73040,43024,29960,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
3,158,113,45,23.9,46,36,10,25.83,162120,93424,39816,29560,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
4,157,116,41,24.02,50,37,13,25.84,104312,72976,42408,30648,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
5,158,119,39,24.58,47,32,15,26.7,107624,75920,41856,27104,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
6,157,116,41,24.63,46,32,14,26.57,106152,75832,41080,26672,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
7,158,119,39,24.44,50,35,15,26.32,110392,79048,44288,28712,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
8,160,115,45,24.12,51,33,18,26.1,110976,71376,43712,25736,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
9,158,120,38,24.56,50,31,19,26.36,109120,78800,46576,26648,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
10,158,118,40,23.95,54,34,20,25.93,101440,72584,50600,29672,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
11,159,123,36,23.7,53,34,19,25.64,109064,79352,46712,27968,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
12,157,121,36,24.15,51,35,16,26.1,105376,77560,45664,28864,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
13,155,125,30,24.08,51,35,16,26.14,154104,100152,44976,28912,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
14,158,118,40,24.56,50,32,18,26.56,103912,74816,44424,26648,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
15,158,117,41,23.96,46,36,10,25.87,104832,74120,40536,30088,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
16,159,117,42,24.3,48,36,12,26.21,110016,76488,41176,29264,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
17,160,117,43,24.19,45,37,8,26.07,109040,73976,38496,30472,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
18,160,114,46,24.3,43,37,6,26.35,105296,70448,35824,29952,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
19,157,119,38,24.52,42,36,6,26.38,111824,82848,34480,28352,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
20,158,113,45,24.48,44,36,8,26.41,114280,74088,34504,27576,4,15000000,51,5,241227-101610_Run_22_Idx_65072,2000,15000000,4.9999999999999996e-05,20000000,1,0
