RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,165,123,42,5,169,137,32,5
2,163,122,41,5,141,114,27,5
3,164,122,42,5,124,102,22,5
4,167,116,51,5,141,115,26,5
5,164,120,44,5,184,148,36,5
6,166,124,42,5,187,153,34,5
7,163,121,42,5,135,112,23,5
8,161,121,40,5,147,122,25,5
9,167,123,44,5,177,144,33,5
10,165,124,41,5,163,132,31,5
