,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
0,1,47,14,33,24.15,11,3,8,26.64,95488,31392,50688,13824,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,1909760.0,627840.0,1013760.0,276480.0,0.7021276595744681,0.7272727272727273
1,2,47,15,32,23.6,11,3,8,25.91,94600,33136,48640,13312,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,1892000.0,662720.0,972800.0,266240.0,0.6808510638297872,0.7272727272727273
2,3,52,16,36,24.54,11,3,8,27.0,130936,42088,50688,13824,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2618720.0,841760.0,1013760.0,276480.0,0.6923076923076923,0.7272727272727273
3,4,51,17,34,23.63,15,4,11,25.67,133608,44176,67072,17920,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2672160.0,883520.0,1341440.0,358400.0,0.6666666666666666,0.7333333333333333
4,5,49,16,33,23.9,11,3,8,26.27,142072,45008,49920,13568,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2841440.0,900160.0,998400.0,271360.0,0.673469387755102,0.7272727272727273
5,6,52,16,36,24.15,11,3,8,25.91,152648,45440,43424,11944,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,3052960.0,908800.0,868480.0,238880.0,0.6923076923076923,0.7272727272727273
6,7,43,14,29,24.26,7,2,5,26.43,132816,40632,32256,9216,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2656320.0,812640.0,645120.0,184320.0,0.6744186046511628,0.7142857142857143
7,8,47,14,33,23.98,6,2,4,26.0,114544,34224,26624,8960,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2290880.0,684480.0,532480.0,179200.0,0.7021276595744681,0.6666666666666666
8,9,49,15,34,24.31,11,3,8,26.45,135696,40400,44448,12200,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2713920.0,808000.0,888960.0,244000.0,0.6938775510204082,0.7272727272727273
9,10,45,15,30,24.2,11,3,8,26.45,123936,39816,47352,12712,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2478720.0,796320.0,947040.0,254240.0,0.6666666666666666,0.7272727272727273
10,11,50,16,34,24.52,8,2,6,26.5,142424,43352,31392,7848,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2848480.0,867040.0,627840.0,156960.0,0.68,0.75
11,12,46,14,32,24.43,10,3,7,26.2,129248,39616,43344,12456,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2584960.0,792320.0,866880.0,249120.0,0.6956521739130435,0.7
12,13,47,15,32,24.06,8,2,6,26.25,115576,36944,32416,8104,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2311520.0,738880.0,648320.0,162080.0,0.6808510638297872,0.75
13,14,56,16,40,24.36,8,2,6,26.12,153904,42696,35840,8960,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,3078080.0,853920.0,716800.0,179200.0,0.7142857142857143,0.75
14,15,50,15,35,24.44,9,3,6,26.56,132608,38064,40360,12712,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2652160.0,761280.0,807200.0,254240.0,0.7,0.6666666666666666
15,16,45,14,31,24.2,8,2,6,26.5,107184,30848,31392,7848,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2143680.0,616960.0,627840.0,156960.0,0.6888888888888889,0.75
16,17,46,16,30,24.7,8,2,6,27.0,129920,42936,32416,8104,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2598400.0,858720.0,648320.0,162080.0,0.6521739130434783,0.75
17,18,50,17,33,23.68,5,2,3,25.8,138632,45960,23040,9216,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2772640.0,919200.0,460800.0,184320.0,0.66,0.6
18,19,49,16,33,24.31,11,3,8,26.18,116416,39616,44192,12200,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2328320.0,792320.0,883840.0,244000.0,0.673469387755102,0.7272727272727273
19,20,44,14,30,23.59,11,3,8,26.09,109544,37296,45216,12456,14,12000000,51,5,241227-121942_Run_28_Idx_74695,2000,12000000,5e-05,20000000,2190880.0,745920.0,904320.0,249120.0,0.6818181818181818,0.7272727272727273
20,1,88,45,43,24.2,19,8,11,26.37,135736,66992,35384,15616,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2714720.0,1339840.0,707680.0,312320.0,0.48863636363636365,0.5789473684210527
21,2,87,45,42,24.59,19,9,10,26.79,136168,68472,33304,16392,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2723360.0,1369440.0,666080.0,327840.0,0.4827586206896552,0.5263157894736842
22,3,87,45,42,24.49,16,9,7,26.75,144616,71688,31712,17736,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2892320.0,1433760.0,634240.0,354720.0,0.4827586206896552,0.4375
23,4,90,42,48,24.02,17,9,8,25.94,132280,64144,32360,17192,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2645600.0,1282880.0,647200.0,343840.0,0.5333333333333333,0.47058823529411764
24,5,91,45,46,23.97,18,9,9,25.78,138032,69200,30192,16392,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2760640.0,1384000.0,603840.0,327840.0,0.5054945054945055,0.5
25,6,83,45,38,23.77,18,9,9,25.78,121136,69008,27504,14696,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2422720.0,1380160.0,550080.0,293920.0,0.4578313253012048,0.5
26,7,77,44,33,23.65,24,8,16,25.92,113632,67104,45472,15200,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2272640.0,1342080.0,909440.0,304000.0,0.42857142857142855,0.6666666666666666
27,8,87,44,43,23.74,24,8,16,25.96,132040,66664,45888,15136,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2640800.0,1333280.0,917760.0,302720.0,0.4942528735632184,0.6666666666666666
28,9,92,43,49,24.35,20,7,13,26.45,142952,65584,34400,12536,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2859040.0,1311680.0,688000.0,250720.0,0.532608695652174,0.65
29,10,87,43,44,23.69,25,9,16,26.12,130936,63824,49864,17320,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2618720.0,1276480.0,997280.0,346400.0,0.5057471264367817,0.64
30,11,89,44,45,23.81,23,8,15,25.96,141568,68192,44376,15744,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2831360.0,1363840.0,887520.0,314880.0,0.5056179775280899,0.6521739130434783
31,12,97,44,53,23.85,22,8,14,25.91,145880,66744,39248,14592,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2917600.0,1334880.0,784960.0,291840.0,0.5463917525773195,0.6363636363636364
32,13,91,46,45,24.14,24,8,16,26.25,150384,72424,46272,15200,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,3007680.0,1448480.0,925440.0,304000.0,0.4945054945054945,0.6666666666666666
33,14,92,44,48,24.35,20,9,11,26.3,152240,68568,41888,18984,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,3044800.0,1371360.0,837760.0,379680.0,0.5217391304347826,0.55
34,15,96,46,50,24.11,21,9,12,26.05,146968,69576,44008,18568,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,2939360.0,1391520.0,880160.0,371360.0,0.5208333333333334,0.5714285714285714
35,16,96,44,52,24.52,21,9,12,26.14,157816,69032,44168,18728,7,0,51,5,241227-111829_Run_3_Idx_18725,2000,0,5e-05,20000000,3156320.0,1380640.0,883360.0,374560.0,0.5416666666666666,0.5714285714285714
