PRF,Filename,Average Low Point (Mbps)
0075,0075_4Hz.iperf.csv,38.31333333333333
0125,0125_4Hz.iperf.csv,35.586666666666666
0325,0325_6Hz.iperf.csv,1.75
0275,0275_6Hz.iperf.csv,9.863999999999999
0495,0495_5Hz.iperf.csv,2.1
0230,0230_7Hz.iperf.csv,7.829999999999999
0360,0360_7Hz.iperf.csv,2.52
0050,0050_9Hz.iperf.csv,39.54
0100,0100_9Hz.iperf.csv,19.64
0475,0475_9Hz.iperf.csv,2.9393333333333334
0455,0455_10Hz.iperf.csv,1.89
0440,0440_10Hz.iperf.csv,1.89
0430,0430_8Hz.iperf.csv,2.1700000000000004
0440,0440_1Hz.iperf.csv,1.6100000000000014
0065,0065_1Hz.iperf.csv,37.186666666666675
0135,0135_1Hz.iperf.csv,20.63333333333333
0145,0145_8Hz.iperf.csv,20.119999999999997
0015,0015_8Hz.iperf.csv,37.790000000000006
0010,0010_6Hz.iperf.csv,38.010000000000005
0140,0140_6Hz.iperf.csv,26.92
0435,0435_6Hz.iperf.csv,1.9600000000000002
0290,0290_4Hz.iperf.csv,6.080000000000001
0385,0385_5Hz.iperf.csv,2.6593333333333335
0470,0470_7Hz.iperf.csv,1.89
0105,0105_7Hz.iperf.csv,21.599999999999998
0055,0055_7Hz.iperf.csv,38.99999999999999
0365,0365_9Hz.iperf.csv,2.52
0235,0235_9Hz.iperf.csv,6.010000000000001
0195,0195_2Hz.iperf.csv,7.34
0080,0080_3Hz.iperf.csv,38.8
0025,0025_10Hz.iperf.csv,38.129999999999995
0030,0030_10Hz.iperf.csv,41.919999999999995
0270,0270_8Hz.iperf.csv,5.52
0320,0320_8Hz.iperf.csv,3.7740000000000022
0350,0350_1Hz.iperf.csv,1.6100000000000003
0200,0200_1Hz.iperf.csv,7.55
0055,0055_4Hz.iperf.csv,38.93333333333333
0105,0105_4Hz.iperf.csv,35.38666666666668
0470,0470_4Hz.iperf.csv,1.75
0385,0385_6Hz.iperf.csv,2.1
0290,0290_7Hz.iperf.csv,1.8200000000000003
0300,0300_10Hz.iperf.csv,0.0
0315,0315_10Hz.iperf.csv,3.4273333333333333
0435,0435_5Hz.iperf.csv,2.52
0140,0140_5Hz.iperf.csv,21.326666666666668
0010,0010_5Hz.iperf.csv,38.03
0200,0200_2Hz.iperf.csv,6.43
0350,0350_2Hz.iperf.csv,1.5400000000000003
0195,0195_1Hz.iperf.csv,6.22
0490,0490_8Hz.iperf.csv,2.3799999999999994
0315,0315_3Hz.iperf.csv,5.589999999999999
0245,0245_3Hz.iperf.csv,5.24
0360,0360_4Hz.iperf.csv,6.29
0230,0230_4Hz.iperf.csv,7.13
0495,0495_6Hz.iperf.csv,2.31
0275,0275_5Hz.iperf.csv,1.75
0325,0325_5Hz.iperf.csv,4.89
0135,0135_2Hz.iperf.csv,20.706666666666667
0065,0065_2Hz.iperf.csv,37.18
0440,0440_2Hz.iperf.csv,6.1499999999999995
0295,0295_9Hz.iperf.csv,5.101333333333334
0380,0380_8Hz.iperf.csv,3.5660000000000003
0405,0405_3Hz.iperf.csv,
0020,0020_3Hz.iperf.csv,41.85999999999999
0170,0170_3Hz.iperf.csv,7.13
0485,0485_3Hz.iperf.csv,3.2886666666666655
0370,0370_1Hz.iperf.csv,2.1
0220,0220_1Hz.iperf.csv,3.357999999999999
0250,0250_8Hz.iperf.csv,6.080000000000001
0300,0300_8Hz.iperf.csv,1.749999999999999
0345,0345_9Hz.iperf.csv,5.03
0215,0215_9Hz.iperf.csv,6.849999999999999
0125,0125_7Hz.iperf.csv,26.840000000000003
0075,0075_7Hz.iperf.csv,36.63333333333334
0450,0450_7Hz.iperf.csv,1.6100000000000019
0500,0500_7Hz.iperf.csv,2.8699999999999997
0415,0415_6Hz.iperf.csv,2.52
0030,0030_6Hz.iperf.csv,39.54
0160,0160_6Hz.iperf.csv,6.919999999999999
0395,0395_3Hz.iperf.csv,1.89
0165,0165_8Hz.iperf.csv,7.34
0035,0035_8Hz.iperf.csv,40.78666666666666
0045,0045_1Hz.iperf.csv,39.599999999999994
0115,0115_1Hz.iperf.csv,22.94
0460,0460_1Hz.iperf.csv,4.890000000000001
0410,0410_8Hz.iperf.csv,2.4499999999999997
0505,0505_9Hz.iperf.csv,1.7499999999999984
0455,0455_9Hz.iperf.csv,2.1
0070,0070_9Hz.iperf.csv,37.106666666666676
0120,0120_9Hz.iperf.csv,32.653333333333336
0280,0280_2Hz.iperf.csv,1.8200000000000014
0090,0090_5Hz.iperf.csv,23.14
0155,0155_10Hz.iperf.csv,10.892000000000001
0140,0140_10Hz.iperf.csv,42.413333333333334
0210,0210_7Hz.iperf.csv,6.43
0340,0340_7Hz.iperf.csv,6.010000000000001
0305,0305_6Hz.iperf.csv,3.7046666666666668
0255,0255_6Hz.iperf.csv,5.170000000000001
0285,0285_10Hz.iperf.csv,3.9820000000000007
0290,0290_10Hz.iperf.csv,3.7739999999999996
0185,0185_4Hz.iperf.csv,6.78
0235,0235_3Hz.iperf.csv,3.7739999999999996
0365,0365_3Hz.iperf.csv,2.1
0490,0490_1Hz.iperf.csv,2.3800000000000003
0195,0195_8Hz.iperf.csv,5.170000000000001
0080,0080_9Hz.iperf.csv,37.73333333333334
0320,0320_2Hz.iperf.csv,2.4500000000000006
0270,0270_2Hz.iperf.csv,3.2886666666666664
0060,0060_5Hz.iperf.csv,38.14666666666667
0130,0130_5Hz.iperf.csv,22.72
0445,0445_5Hz.iperf.csv,2.1
0400,0400_4Hz.iperf.csv,6.43
0175,0175_4Hz.iperf.csv,1.75
0025,0025_4Hz.iperf.csv,37.879999999999995
0100,0100_3Hz.iperf.csv,23.77333333333333
0050,0050_3Hz.iperf.csv,37.30666666666667
0475,0475_3Hz.iperf.csv,1.8900000000000015
0380,0380_1Hz.iperf.csv,2.1
0260,0260_10Hz.iperf.csv,6.57
0275,0275_10Hz.iperf.csv,4.120666666666668
0430,0430_2Hz.iperf.csv,2.17
0015,0015_2Hz.iperf.csv,42.26666666666666
0145,0145_2Hz.iperf.csv,42.35333333333333
0355,0355_5Hz.iperf.csv,4.330000000000001
0205,0205_5Hz.iperf.csv,5.94
0085,0085_7Hz.iperf.csv,31.606666666666666
0190,0190_6Hz.iperf.csv,7.13
0240,0240_4Hz.iperf.csv,6.849999999999999
0310,0310_4Hz.iperf.csv,3.357999999999999
0390,0390_4Hz.iperf.csv,1.89
0110,0110_6Hz.iperf.csv,21.58666666666667
0040,0040_6Hz.iperf.csv,37.74
0465,0465_6Hz.iperf.csv,1.89
0420,0420_7Hz.iperf.csv,1.89
0005,0005_7Hz.iperf.csv,41.85333333333334
0155,0155_7Hz.iperf.csv,19.22
0285,0285_5Hz.iperf.csv,4.96
0095,0095_2Hz.iperf.csv,24.7
0265,0265_9Hz.iperf.csv,3.358
0335,0335_9Hz.iperf.csv,2.2399999999999998
0035,0035_10Hz.iperf.csv,41.64666666666667
0020,0020_10Hz.iperf.csv,40.51333333333333
0250,0250_1Hz.iperf.csv,18.253333333333334
0300,0300_1Hz.iperf.csv,6.29
0370,0370_8Hz.iperf.csv,2.239333333333333
0220,0220_8Hz.iperf.csv,7.13
0180,0180_3Hz.iperf.csv,4.960000000000001
0480,0480_4Hz.iperf.csv,2.52
0225,0225_6Hz.iperf.csv,6.5
0375,0375_6Hz.iperf.csv,1.5400000000000003
0330,0330_7Hz.iperf.csv,2.4499999999999997
0260,0260_7Hz.iperf.csv,6.43
0150,0150_9Hz.iperf.csv,42.04666666666666
0425,0425_9Hz.iperf.csv,1.6800000000000004
0410,0410_1Hz.iperf.csv,2.3099999999999987
0460,0460_8Hz.iperf.csv,1.6800000000000004
0045,0045_8Hz.iperf.csv,39.06666666666666
0115,0115_8Hz.iperf.csv,22.5
0165,0165_1Hz.iperf.csv,7.27
0035,0035_1Hz.iperf.csv,39.666666666666664
0445,0445_10Hz.iperf.csv,1.8899999999999986
0450,0450_10Hz.iperf.csv,4.4700000000000015
0435,0435_10Hz.iperf.csv,1.8200000000000003
0190,0190_3Hz.iperf.csv,7.41
0420,0420_10Hz.iperf.csv,1.82
0230,0230_8Hz.iperf.csv,1.89
0360,0360_8Hz.iperf.csv,6.29
0310,0310_1Hz.iperf.csv,3.2886666666666664
0240,0240_1Hz.iperf.csv,2.1
0325,0325_9Hz.iperf.csv,5.38
0275,0275_9Hz.iperf.csv,6.080000000000001
0085,0085_2Hz.iperf.csv,22.846666666666668
0295,0295_5Hz.iperf.csv,5.24
0145,0145_7Hz.iperf.csv,29.2
0015,0015_7Hz.iperf.csv,36.91
0430,0430_7Hz.iperf.csv,2.3800000000000003
0475,0475_6Hz.iperf.csv,1.96
0050,0050_6Hz.iperf.csv,24.560000000000002
0100,0100_6Hz.iperf.csv,21.626666666666665
0380,0380_4Hz.iperf.csv,2.3099999999999996
0025,0025_1Hz.iperf.csv,40.04
0175,0175_1Hz.iperf.csv,1.82
0105,0105_8Hz.iperf.csv,36.49333333333333
0055,0055_8Hz.iperf.csv,39.486666666666665
0470,0470_8Hz.iperf.csv,1.8900000000000015
0400,0400_1Hz.iperf.csv,6.5
0045,0045_10Hz.iperf.csv,39.70666666666667
0050,0050_10Hz.iperf.csv,38.21
0435,0435_9Hz.iperf.csv,1.959999999999999
0010,0010_9Hz.iperf.csv,37.96000000000001
0140,0140_9Hz.iperf.csv,42.153333333333336
0395,0395_10Hz.iperf.csv,2.52
0380,0380_10Hz.iperf.csv,1.89
0270,0270_7Hz.iperf.csv,1.8200000000000003
0320,0320_7Hz.iperf.csv,6.29
0365,0365_6Hz.iperf.csv,2.1
0235,0235_6Hz.iperf.csv,5.870666666666668
0490,0490_4Hz.iperf.csv,2.1
0035,0035_4Hz.iperf.csv,41.279999999999994
0165,0165_4Hz.iperf.csv,7.2
0410,0410_4Hz.iperf.csv,1.89
0455,0455_5Hz.iperf.csv,1.8900000000000015
0505,0505_5Hz.iperf.csv,1.8200000000000003
0120,0120_5Hz.iperf.csv,37.23333333333334
0070,0070_5Hz.iperf.csv,39.486666666666665
0260,0260_2Hz.iperf.csv,1.82
0330,0330_2Hz.iperf.csv,1.9600000000000002
0090,0090_9Hz.iperf.csv,36.513333333333335
0185,0185_8Hz.iperf.csv,5.8
0210,0210_10Hz.iperf.csv,6.7799999999999985
0205,0205_10Hz.iperf.csv,3.9820000000000007
0480,0480_1Hz.iperf.csv,2.31
0375,0375_3Hz.iperf.csv,7.13
0225,0225_3Hz.iperf.csv,14.9
0300,0300_4Hz.iperf.csv,1.7500000000000016
0250,0250_4Hz.iperf.csv,8.040000000000001
0180,0180_6Hz.iperf.csv,7.27
0095,0095_7Hz.iperf.csv,35.586666666666666
0215,0215_5Hz.iperf.csv,5.87
0345,0345_5Hz.iperf.csv,2.24
0155,0155_2Hz.iperf.csv,35.239999999999995
0005,0005_2Hz.iperf.csv,37.91
0420,0420_2Hz.iperf.csv,2.5900000000000003
0390,0390_1Hz.iperf.csv,2.45
0465,0465_3Hz.iperf.csv,2.2399999999999998
0040,0040_3Hz.iperf.csv,38.20666666666667
0110,0110_3Hz.iperf.csv,36.833333333333336
0170,0170_6Hz.iperf.csv,16.206666666666663
0020,0020_6Hz.iperf.csv,37.96
0405,0405_6Hz.iperf.csv,
0440,0440_7Hz.iperf.csv,2.03
0065,0065_7Hz.iperf.csv,38.026666666666664
0135,0135_7Hz.iperf.csv,21.666666666666668
0125,0125_10Hz.iperf.csv,18.373333333333335
0130,0130_10Hz.iperf.csv,11.300000000000002
0205,0205_9Hz.iperf.csv,3.7046666666666663
0355,0355_9Hz.iperf.csv,2.03
0310,0310_8Hz.iperf.csv,3.5660000000000003
0240,0240_8Hz.iperf.csv,18.66
0230,0230_1Hz.iperf.csv,6.7799999999999985
0360,0360_1Hz.iperf.csv,1.75
0495,0495_3Hz.iperf.csv,1.9600000000000002
0195,0195_4Hz.iperf.csv,6.7799999999999985
0245,0245_6Hz.iperf.csv,5.800000000000001
0315,0315_6Hz.iperf.csv,2.4500000000000015
0350,0350_7Hz.iperf.csv,5.800000000000001
0200,0200_7Hz.iperf.csv,18.68
0080,0080_5Hz.iperf.csv,24.826666666666664
0290,0290_2Hz.iperf.csv,1.89
0130,0130_9Hz.iperf.csv,25.106666666666666
0060,0060_9Hz.iperf.csv,38.35999999999999
0445,0445_9Hz.iperf.csv,2.24
0400,0400_8Hz.iperf.csv,
0470,0470_1Hz.iperf.csv,1.89
0105,0105_1Hz.iperf.csv,30.619999999999994
0055,0055_1Hz.iperf.csv,38.20666666666667
0025,0025_8Hz.iperf.csv,42.419999999999995
0175,0175_8Hz.iperf.csv,7.06
0385,0385_3Hz.iperf.csv,2.1
0255,0255_3Hz.iperf.csv,6.082
0305,0305_3Hz.iperf.csv,6.919999999999999
0480,0480_8Hz.iperf.csv,1.61
0185,0185_1Hz.iperf.csv,6.080000000000001
0340,0340_2Hz.iperf.csv,2.1
0210,0210_2Hz.iperf.csv,6.919999999999999
0150,0150_5Hz.iperf.csv,36.16
0425,0425_5Hz.iperf.csv,1.6799999999999986
0280,0280_7Hz.iperf.csv,6.919999999999999
0395,0395_6Hz.iperf.csv,1.89
0460,0460_4Hz.iperf.csv,2.1
0115,0115_4Hz.iperf.csv,22.713333333333328
0045,0045_4Hz.iperf.csv,39.69333333333333
0160,0160_3Hz.iperf.csv,8.39
0030,0030_3Hz.iperf.csv,40.086666666666666
0415,0415_3Hz.iperf.csv,3.2886666666666664
0390,0390_8Hz.iperf.csv,1.89
0285,0285_9Hz.iperf.csv,4.471333333333334
0500,0500_2Hz.iperf.csv,1.47
0450,0450_2Hz.iperf.csv,3.1466666666666665
0075,0075_2Hz.iperf.csv,37.66666666666667
0125,0125_2Hz.iperf.csv,26.91333333333333
0335,0335_5Hz.iperf.csv,4.61
0265,0265_5Hz.iperf.csv,5.24
0370,0370_10Hz.iperf.csv,3.01
0365,0365_10Hz.iperf.csv,2.4500000000000006
0485,0485_6Hz.iperf.csv,2.3800000000000003
0220,0220_4Hz.iperf.csv,6.29
0370,0370_4Hz.iperf.csv,1.89
0430,0430_9Hz.iperf.csv,1.75
0145,0145_9Hz.iperf.csv,14.819999999999999
0015,0015_9Hz.iperf.csv,41.72
0170,0170_1Hz.iperf.csv,5.1000000000000005
0020,0020_1Hz.iperf.csv,40.346666666666664
0050,0050_8Hz.iperf.csv,41.35999999999999
0100,0100_8Hz.iperf.csv,19.72
0475,0475_8Hz.iperf.csv,2.4499999999999997
0405,0405_1Hz.iperf.csv,
0230,0230_6Hz.iperf.csv,7.27
0360,0360_6Hz.iperf.csv,3.4273333333333333
0495,0495_4Hz.iperf.csv,1.9600000000000002
0505,0505_10Hz.iperf.csv,1.75
0325,0325_7Hz.iperf.csv,1.75
0275,0275_7Hz.iperf.csv,1.9600000000000002
0270,0270_9Hz.iperf.csv,6.080000000000001
0320,0320_9Hz.iperf.csv,3.358
0080,0080_2Hz.iperf.csv,21.0
0195,0195_3Hz.iperf.csv,11.653333333333336
0365,0365_8Hz.iperf.csv,2.52
0235,0235_8Hz.iperf.csv,7.55
0245,0245_1Hz.iperf.csv,6.080000000000001
0315,0315_1Hz.iperf.csv,5.659999999999999
0470,0470_6Hz.iperf.csv,1.8200000000000003
0105,0105_6Hz.iperf.csv,34.400000000000006
0055,0055_6Hz.iperf.csv,38.93333333333333
0385,0385_4Hz.iperf.csv,2.1
0290,0290_5Hz.iperf.csv,5.5200000000000005
0175,0175_10Hz.iperf.csv,4.330000000000001
0160,0160_10Hz.iperf.csv,2.5200000000000005
0010,0010_7Hz.iperf.csv,38.019999999999996
0140,0140_7Hz.iperf.csv,42.12
0435,0435_7Hz.iperf.csv,2.03
0090,0090_7Hz.iperf.csv,33.086666666666666
0320,0320_10Hz.iperf.csv,1.89
0335,0335_10Hz.iperf.csv,2.52
0340,0340_5Hz.iperf.csv,1.9600000000000002
0210,0210_5Hz.iperf.csv,4.470666666666667
0255,0255_4Hz.iperf.csv,3.7739999999999996
0305,0305_4Hz.iperf.csv,6.29
0185,0185_6Hz.iperf.csv,6.989999999999999
0395,0395_1Hz.iperf.csv,2.52
0460,0460_3Hz.iperf.csv,1.61
0115,0115_3Hz.iperf.csv,22.513333333333335
0045,0045_3Hz.iperf.csv,39.97333333333332
0150,0150_2Hz.iperf.csv,21.53333333333333
0425,0425_2Hz.iperf.csv,1.6800000000000015
0500,0500_5Hz.iperf.csv,4.680666666666667
0450,0450_5Hz.iperf.csv,1.9600000000000002
0075,0075_5Hz.iperf.csv,36.980000000000004
0125,0125_5Hz.iperf.csv,21.826666666666664
0160,0160_4Hz.iperf.csv,8.600666666666667
0030,0030_4Hz.iperf.csv,41.300000000000004
0415,0415_4Hz.iperf.csv,2.31
0480,0480_10Hz.iperf.csv,2.1
0495,0495_10Hz.iperf.csv,1.96
0180,0180_8Hz.iperf.csv,6.29
0485,0485_1Hz.iperf.csv,1.8200000000000003
0220,0220_3Hz.iperf.csv,6.919999999999999
0370,0370_3Hz.iperf.csv,2.1
0335,0335_2Hz.iperf.csv,1.96
0265,0265_2Hz.iperf.csv,3.9126666666666665
0095,0095_9Hz.iperf.csv,36.28666666666667
0205,0205_7Hz.iperf.csv,4.260666666666666
0355,0355_7Hz.iperf.csv,2.1
0085,0085_5Hz.iperf.csv,36.7
0190,0190_4Hz.iperf.csv,4.820666666666667
0310,0310_6Hz.iperf.csv,4.680000000000001
