Time,Transfer,Bitrate,Retr,Cwnd
local,port,connected,10.45.0.5,5201
0.00,1.74,14.6,0,KBytes
1.00,5.38,45.1,0,KBytes
2.00,5.62,47.2,0,KBytes
3.00,5.50,46.1,0,KBytes
4.00,5.62,47.2,0,MBytes
5.00,5.12,43.0,0,MBytes
6.00,5.00,41.9,0,MBytes
7.00,5.00,41.9,0,MBytes
8.00,5.00,41.9,0,MBytes
9.00,5.00,41.9,0,MBytes
10.00,5.00,41.9,0,MBytes
11.00,5.12,43.0,0,MBytes
12.00,5.00,41.9,0,MBytes
13.00,5.12,43.0,0,MBytes
14.00,5.00,41.9,0,MBytes
15.00,5.00,41.9,0,MBytes
16.00,5.12,43.0,0,MBytes
17.00,5.00,41.9,0,MBytes
18.00,896,7.34,0,MBytes
19.00,0.00,0.00,16,MBytes
20.00,1.00,8.39,24,MBytes
21.00,0.00,0.00,0,MBytes
22.00,0.00,0.00,0,MBytes
23.00,0.00,0.00,0,MBytes
24.00,0.00,0.00,0,MBytes
25.00,0.00,0.00,0,MBytes
26.00,0.00,0.00,0,MBytes
27.00,0.00,0.00,0,MBytes
28.00,0.00,0.00,0,MBytes
29.00,0.00,0.00,0,MBytes
30.00,0.00,0.00,10,MBytes
31.00,0.00,0.00,0,MBytes
32.00,0.00,0.00,8,MBytes
33.00,0.00,0.00,0,MBytes
34.00,0.00,0.00,8,MBytes
35.00,0.00,0.00,1,KBytes
36.00,128,1.05,181,KBytes
37.00,0.00,0.00,0,KBytes
38.00,640,5.24,407,KBytes
39.00,1.62,13.6,882,KBytes
40.00,1.62,13.6,128,KBytes
41.00,2.38,19.9,0,KBytes
42.00,3.12,26.2,0,KBytes
43.00,3.88,32.5,0,KBytes
44.00,4.50,37.7,0,KBytes
45.00,5.00,41.9,0,KBytes
46.00,1.38,45.1,0,KBytes
0.00,115,20.9,1665,
0.00,0.00,0.00,receiver,
