RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,126,71,55,5,98,74,24,5
2,127,74,53,5,84,58,26,5
3,129,74,55,5,98,70,28,5
4,132,74,58,5,105,74,31,5
5,136,73,63,5,113,87,26,5
6,132,75,57,5,111,84,27,5
7,130,78,52,5,135,98,37,5
8,121,73,48,5,107,80,27,5
9,127,76,51,5,124,85,39,5
10,136,73,63,5,109,80,29,5
