RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,54,43,11,5,94,74,20,5
2,67,49,18,5,74,61,13,5
3,80,50,30,5,88,67,21,5
4,73,46,27,5,85,68,17,5
5,48,35,13,5,58,44,14,5
6,56,37,19,5,61,46,15,5
7,52,35,17,5,65,52,13,5
8,54,40,14,5,69,54,15,5
9,62,38,24,5,71,48,23,5
10,64,42,22,5,64,53,11,5
