RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,57,43,14,5,74,58,16,5
2,56,45,11,5,81,63,18,5
3,73,45,28,5,73,57,16,5
4,73,46,27,5,91,70,21,5
5,64,40,24,5,74,59,15,5
6,64,41,23,5,71,59,12,5
7,56,37,19,5,63,50,13,5
8,58,41,17,5,70,51,19,5
9,50,35,15,5,64,53,11,5
10,64,45,19,5,80,58,22,5
