timestamp,error_indication_count,average_latency,latency_histogram,pci,rnti,cqi,ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_bs,pusch_snr_db,pucch_snr_db,ta_ns,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,bsr
1740331675.908,0,6,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,14,1.0,27,1066168.0,50,0,15149,33.94557,11.761334,137.837731,28,61608.0,14,0,0
1740331676.909,0,11,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,33462224.000000004,1089,1,121941,32.956326,18.786396,112.915039,27,620856.0,93,0,745
1740331677.909,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44408568.0,1400,0,406072,33.939453,19.169195,112.915039,28,477472.0,106,0,384
1740331678.908,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44358888.0,1398,1,694729,33.85639,18.7408,145.975747,28,462656.0,102,0,535
1740331679.909,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44451600.0,1401,0,958312,34.00716,18.579502,162.251794,28,506872.0,102,0,745
1740331680.908,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44379888.0,1399,0,1233120,34.050175,18.401718,130.208335,28,492936.0,103,0,745
1740331681.909,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44408568.0,1400,1,1518917,34.09375,18.342623,179.036462,28,482288.0,104,0,1038
1740331682.909,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44415744.0,1400,0,1838729,34.10668,18.070148,145.975747,28,525712.0,106,0,102
1740331683.908,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44344032.0,1398,1,2073035,34.10863,17.885317,187.174479,28,516784.0,105,0,745
1740331684.909,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44451600.0,1401,0,2239393,34.213833,19.149685,97.147627,28,507160.0,106,0,535
1740331685.908,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44336856.0,1398,2,2325070,34.11817,19.596563,112.915039,28,472920.0,106,0,745
1740331686.909,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44379888.0,1399,1,2269039,34.111217,19.514387,112.915039,28,468568.0,102,0,384
1740331687.909,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44415744.0,1400,0,2208170,34.137104,19.147419,130.208335,28,489720.0,107,0,535
1740331688.908,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44379888.0,1399,1,2288836,34.25889,19.081861,145.975747,28,472288.0,104,0,535
1740331689.909,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44372712.0,1399,1,2233663,33.983395,18.931822,162.251794,28,478400.0,102,0,535
1740331690.908,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,28,44344032.0,1398,1,2315394,30.469887,16.44163,162.251794,28,472664.0,105,0,535
1740331691.908,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,15,1.0,27,40490472.0,1334,67,2351314,34.439747,19.689749,154.113778,28,413784.0,85,1,0
1740331692.908,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,11,1.0,11,12903848.0,1238,162,2276387,34.481922,18.500381,187.174479,28,217600.0,50,0,0
1740331693.908,0,11,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,5,1.0,0,1855608.0,1327,73,2192063,34.40094,18.366644,162.251794,28,213248.0,49,0,0
1740331694.908,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,5,1.0,0,1954904.0,1323,77,2230172,34.42488,18.840515,112.915039,28,217600.0,50,0,0
1740331695.908,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,5,1.0,0,1937776.0,1323,76,2133538,34.182472,19.79199,137.837731,28,218240.0,51,0,0
1740331696.908,0,11,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17966,5,1.0,0,1949368.0,1325,76,2174053,34.425842,19.570444,112.915039,28,217600.0,50,0,0
