RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,55,36,19,5,72,55,17,5
2,60,38,22,5,81,64,17,5
3,64,41,23,5,81,63,18,5
4,59,36,23,5,73,61,12,5
5,57,35,22,5,70,52,18,5
6,55,37,18,5,83,67,16,5
7,58,34,24,5,65,52,13,5
8,50,32,18,5,76,57,19,5
9,49,31,18,5,70,54,16,5
10,43,29,14,5,71,54,17,5
