RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,138,72,66,5,126,81,45,5
2,141,70,71,5,121,76,45,5
3,135,70,65,5,112,68,44,5
4,152,70,82,5,110,67,43,5
5,141,74,67,5,103,64,39,5
6,141,72,69,5,99,60,39,5
7,141,72,69,5,124,79,45,5
8,150,71,79,5,130,77,53,5
9,141,68,73,5,122,75,47,5
10,148,69,79,5,93,60,33,5
