RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,165,122,43,5,182,146,36,5
2,168,129,39,5,156,130,26,5
3,163,128,35,5,162,134,28,5
4,169,124,45,5,138,109,29,5
5,164,126,38,5,123,101,22,5
6,167,125,42,5,151,119,32,5
7,165,122,43,5,151,124,27,5
8,165,122,43,5,161,128,33,5
9,168,125,43,5,175,146,29,5
10,167,123,44,5,170,144,26,5
