RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,136,104,32,1.38,56,42,14,0.21,9352,5800,1880,1432,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
2,132,107,25,1.08,55,41,14,0.0,7784,6000,1632,1192,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
3,134,104,30,1.09,52,42,10,0.17,7040,5240,1712,1400,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
4,134,105,29,1.27,47,41,6,0.26,7912,5352,1584,1392,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
5,137,104,33,1.04,51,42,9,0.18,7152,5152,1504,1232,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
6,136,105,31,0.99,50,42,8,0.36,7400,5088,2080,1576,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
7,138,101,37,1.25,50,42,8,0.42,8240,5616,2040,1696,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
8,141,102,39,1.28,51,43,8,0.24,8944,5208,1608,1360,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
9,140,102,38,1.21,49,42,7,0.12,8512,5320,1464,1248,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
10,134,99,35,1.22,48,42,6,0.19,7464,5312,1768,1504,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
11,138,102,36,1.07,47,43,4,0.19,7760,5304,1400,1272,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
12,136,104,32,1.23,50,42,8,0.24,7792,5320,1584,1336,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
13,135,99,36,1.27,49,40,9,0.49,8672,5408,1984,1536,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
14,136,100,36,1.43,53,43,10,0.4,10112,6440,2040,1552,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
15,135,102,33,0.9,55,43,12,0.0,6736,5472,1648,1264,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
16,132,100,32,1.37,49,42,7,0.12,9432,5952,1560,1336,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
17,134,103,31,1.14,53,41,12,0.28,8872,5656,1960,1400,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
18,137,105,32,0.91,52,40,12,0.17,6936,4840,1616,1248,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
19,137,106,31,1.01,52,40,12,0.29,7872,5672,1792,1424,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
20,135,104,31,1.35,54,41,13,0.44,7480,5576,2152,1576,4,0,51,5,241228-123018_Run_2_Idx_2448,2000,0,4.9999999999999996e-05,20000000,1,0
