RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,130,105,25,0.98,53,44,9,0.0,7784,5632,1576,1296,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
2,130,105,25,0.91,52,43,9,0.0,6744,5200,1552,1264,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
3,132,105,27,0.86,53,43,10,0.0,6600,4888,1560,1256,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
4,131,108,23,1.0,53,42,11,0.0,7752,5224,1552,1224,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
5,133,107,26,0.84,53,44,9,0.0,7928,5216,1560,1272,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
6,132,106,26,0.83,52,42,10,0.0,6792,4976,1536,1232,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
7,132,106,26,0.96,55,43,12,0.0,7856,5440,1648,1280,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
8,131,105,26,0.87,52,42,10,0.0,7320,4880,1552,1248,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
9,133,106,27,0.84,51,43,8,0.0,6808,5000,1496,1248,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
10,132,108,24,0.98,52,42,10,0.0,7008,5048,1544,1232,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
11,132,104,28,0.82,52,43,9,0.0,6872,5080,1544,1256,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
12,133,104,29,1.14,55,43,12,0.0,7808,5232,1632,1256,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
13,135,104,31,0.88,51,43,8,0.0,8736,5456,1488,1248,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
14,132,108,24,1.33,52,44,8,0.0,10336,6888,1544,1288,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
15,131,111,20,0.66,53,42,11,0.0,5568,4720,1576,1224,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
16,127,108,19,0.98,56,41,15,0.0,7208,5456,1648,1184,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
17,135,108,27,0.8,51,43,8,0.0,8080,5296,1496,1240,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
18,130,108,22,0.7,56,41,15,0.0,6552,4832,1640,1192,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
19,130,111,19,0.92,49,40,9,0.0,7312,5664,1432,1160,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
20,130,109,21,1.1,52,43,9,0.0,6960,5376,1544,1256,4,5000000,51,5,241228-130341_Run_2_Idx_7606,2000,5000000,4.9999999999999996e-05,10000000,1,0
