RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,57,42,15,5,68,54,14,5
2,70,42,28,5,76,62,14,5
3,52,37,15,5,64,51,13,5
4,65,39,26,5,56,46,10,5
5,49,33,16,5,77,56,21,5
6,53,35,18,5,73,54,19,5
7,51,32,19,5,85,61,24,5
8,54,32,22,5,76,60,16,5
9,67,39,28,5,77,62,15,5
10,52,34,18,5,78,61,17,5
