RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,58,41,17,5,82,65,17,5
2,71,49,22,5,92,65,27,5
3,70,47,23,5,54,44,10,5
4,77,50,27,5,71,60,11,5
5,55,36,19,5,75,55,20,5
6,69,46,23,5,77,62,15,5
7,56,39,17,5,61,50,11,5
8,45,32,13,5,81,65,16,5
9,55,36,19,5,70,56,14,5
10,54,36,18,5,80,59,21,5
