RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,20,11,9,2.7,13,4,9,0.0,10960,6784,1872,576,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
2,23,10,13,2.91,16,5,11,0.31,18296,7968,2184,680,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
3,19,10,9,2.79,12,4,8,0.0,10936,5864,1728,576,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
4,22,10,12,3.14,13,4,9,1.15,19272,7080,1872,576,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
5,23,10,13,1.52,13,4,9,0.0,11056,5712,1872,576,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
6,26,10,16,1.92,16,5,11,0.0,14128,5288,2104,640,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
7,19,9,10,2.58,15,4,11,0.0,8776,5752,1840,496,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
8,25,11,14,1.84,14,4,10,0.0,11760,6824,2016,576,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
9,25,11,14,1.44,11,3,8,0.0,10976,5072,1464,392,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
10,23,9,14,1.83,12,3,9,0.0,13128,5912,1568,392,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
11,20,10,10,1.9,12,3,9,0.0,8880,5456,1568,392,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
12,14,7,7,3.5,8,2,6,0.62,12304,7528,1152,288,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
13,21,9,12,2.43,12,3,9,0.42,12288,6680,1568,392,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
14,20,10,10,1.3,9,3,6,0.56,7488,4984,1256,392,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
15,20,9,11,1.7,8,2,6,0.0,12024,5304,1152,288,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
16,24,10,14,2.17,8,3,5,0.0,14504,6568,992,352,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
17,18,9,9,1.78,12,3,9,0.42,10872,5056,1728,432,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
18,22,9,13,1.77,12,3,9,0.0,12904,5144,1568,392,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
19,20,8,12,1.8,9,3,6,0.0,12464,4624,1256,392,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
20,20,10,10,3.25,9,3,6,0.0,13632,7144,1296,432,14,6000000,51,5,241228-131126_Run_4_Idx_33377,2000,6000000,4.9999999999999996e-05,8000000,1,0
