Time,Transfer,Bitrate,Retr,Cwnd
local,port,connected,10.45.0.5,5201
0.00,5.20,43.6,0,KBytes
1.00,5.50,46.1,0,KBytes
2.00,5.38,45.1,0,KBytes
3.00,5.38,45.1,0,MBytes
4.00,4.88,40.9,0,MBytes
5.00,4.88,40.9,0,MBytes
6.00,4.88,40.9,0,MBytes
7.00,4.88,40.9,0,MBytes
8.00,4.88,40.9,0,MBytes
9.00,5.00,41.9,0,MBytes
10.00,4.88,40.9,0,MBytes
11.00,5.00,41.9,0,MBytes
12.00,5.00,41.9,0,MBytes
13.00,4.88,40.9,0,MBytes
14.00,4.88,40.9,0,MBytes
15.00,5.00,41.9,0,MBytes
16.00,4.88,40.9,0,MBytes
17.00,3.12,26.2,0,MBytes
18.00,1.25,10.5,10,MBytes
19.00,1.75,14.7,47,MBytes
20.00,2.00,16.8,0,MBytes
21.00,1.25,10.5,181,MBytes
22.00,2.12,17.8,0,MBytes
23.00,1.75,14.7,260,KBytes
24.00,2.12,17.8,109,KBytes
25.00,1.00,8.39,66,KBytes
26.00,2.50,21.0,0,KBytes
27.00,1.38,11.5,0,KBytes
28.00,1.62,13.6,0,KBytes
29.00,1.62,13.6,0,KBytes
30.00,384,3.15,0,KBytes
31.00,512,4.19,0,KBytes
32.00,0.00,0.00,0,KBytes
33.00,0.00,0.00,0,KBytes
34.00,0.00,0.00,0,KBytes
35.00,256,2.10,45,KBytes
36.00,0.00,0.00,0,KBytes
37.00,1.75,14.7,310,KBytes
38.00,5.00,41.9,0,KBytes
39.00,4.88,40.9,0,KBytes
40.00,5.00,41.9,0,KBytes
41.00,4.88,40.9,0,KBytes
42.00,4.88,40.9,0,KBytes
43.00,4.88,40.9,0,KBytes
44.00,4.88,40.9,0,KBytes
45.00,4.88,40.9,0,KBytes
46.00,384,48.7,0,KBytes
0.00,151,27.6,1028,
0.00,0.00,0.00,receiver,
