Time,Transfer,Bitrate,Retr,Cwnd
local,port,connected,10.45.0.5,5201
0.00,3.56,29.9,0,KBytes
1.00,5.62,47.2,0,KBytes
2.00,5.50,46.1,0,KBytes
3.00,5.62,47.2,0,KBytes
4.00,5.38,45.1,0,MBytes
5.00,5.00,41.9,0,MBytes
6.00,5.12,43.0,0,MBytes
7.00,4.88,40.9,0,MBytes
8.00,5.12,43.0,0,MBytes
9.00,5.00,41.9,0,MBytes
10.00,5.00,41.9,0,MBytes
11.00,5.12,43.0,0,MBytes
12.00,5.00,41.9,0,MBytes
13.00,5.12,43.0,0,MBytes
14.00,5.00,41.9,0,MBytes
15.00,5.12,43.0,0,MBytes
16.00,5.00,41.9,0,MBytes
17.00,3.38,28.3,0,MBytes
18.00,384,3.15,1,MBytes
19.00,1.75,14.7,0,MBytes
20.00,0.00,0.00,0,MBytes
21.00,0.00,0.00,0,MBytes
22.00,0.00,0.00,0,MBytes
23.00,0.00,0.00,1,KBytes
24.00,0.00,0.00,0,KBytes
25.00,0.00,0.00,0,KBytes
26.00,0.00,0.00,0,KBytes
27.00,0.00,0.00,0,KBytes
28.00,0.00,0.00,0,KBytes
29.00,0.00,0.00,1,KBytes
30.00,0.00,0.00,0,KBytes
31.00,0.00,0.00,0,KBytes
32.00,0.00,0.00,0,KBytes
33.00,0.00,0.00,0,KBytes
34.00,0.00,0.00,0,KBytes
35.00,0.00,0.00,0,KBytes
36.00,0.00,0.00,0,KBytes
37.00,0.00,0.00,0,KBytes
38.00,0.00,0.00,0,KBytes
39.00,0.00,0.00,0,KBytes
40.00,0.00,0.00,0,KBytes
41.00,0.00,0.00,1,KBytes
42.00,0.00,0.00,0,KBytes
43.00,0.00,0.00,0,KBytes
44.00,0.00,0.00,0,KBytes
45.00,0.00,0.00,0,KBytes
0.00,91.7,16.8,4,
0.00,0.00,0.00,receiver,
