,Unnamed: 0,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,pulseAttenuation,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
0,9.5,10.5,51.75,49.5,2.25,24.377500000000005,11.05,9.1,1.95,26.3435,187528.8,179862.4,48854.8,40189.6,14.0,0.0,51.0,5.0,0.0,330.0,0.0,5e-05,20000000.0,3750576.0,3597248.0,977096.0,803792.0,0.04282120847048702,0.16115384615384615
1,29.5,10.5,160.0,160.0,0.0,24.1405,93.6,90.5,3.1,26.034999999999997,24834.8,24834.8,31414.4,30571.2,2.0,0.0,51.0,5.0,0.0,70.0,0.0,5e-05,20000000.0,496696.0,496696.0,628288.0,611424.0,0.0,0.033001531115470294
2,49.5,10.5,94.15,78.4,15.75,24.274,28.05,26.75,1.3,26.256999999999998,162714.4,134148.8,52956.4,50290.0,7.0,0.0,51.0,5.0,0.0,290.0,0.0,5e-05,20000000.0,3254288.0,2682976.0,1059128.0,1005800.0,0.165007135548342,0.045452472176610095
3,69.5,10.5,49.15,34.55,14.6,24.2035,10.2,6.2,4.0,26.2295,166896.8,115876.8,44647.2,27185.2,14.0,0.0,51.0,5.0,0.0,570.0,0.0,5e-05,20000000.0,3337936.0,2317536.0,892944.0,543704.0,0.2921257263130603,0.3526544289044289
4,89.5,10.5,159.1,126.45,32.65,24.274500000000003,49.8,41.9,7.9,26.197999999999997,108762.8,84067.2,43027.6,35353.6,4.0,0.0,51.0,5.0,0.0,690.0,0.0,5e-05,20000000.0,2175256.0,1681344.0,860552.0,707072.0,0.2051692365460375,0.1570442595339046
5,109.5,10.5,49.7,36.75,12.95,24.182499999999997,11.3,10.25,1.05,26.2365,167767.2,124801.6,49990.0,45232.8,14.0,0.0,51.0,5.0,0.0,350.0,0.0,5e-05,20000000.0,3355344.0,2496032.0,999800.0,904656.0,0.256674384167337,0.09053613053613051
6,129.5,10.5,160.0,146.5,13.5,24.311,49.25,40.5,8.75,26.2335,105119.6,96316.4,42736.8,34186.0,4.0,0.0,51.0,5.0,0.0,460.0,0.0,5e-05,20000000.0,2102392.0,1926328.0,854736.0,683720.0,0.084375,0.1766146822289909
7,149.5,10.5,160.0,143.2,16.8,21.755,88.85,74.8,14.05,23.267999999999997,22615.2,20128.0,26816.8,22208.0,2.0,0.0,51.0,5.0,0.0,620.0,0.0,5e-05,20000000.0,452304.0,402560.0,536336.0,444160.0,0.10499999999999998,0.15785768833936517
8,169.5,10.5,92.6,66.65,25.95,21.7725,27.05,25.1,1.95,23.672499999999996,139150.8,95230.4,46932.0,42903.6,7.0,0.0,51.0,5.0,0.0,700.0,0.0,5e-05,20000000.0,2783016.0,1904608.0,938640.0,858072.0,0.27888289411456596,0.06932813355227145
9,189.5,10.5,159.6,135.3,24.3,24.247500000000002,49.45,41.6,7.85,26.137999999999998,106067.6,89880.0,43040.0,35149.6,4.0,0.0,51.0,5.0,0.0,540.0,0.0,5e-05,20000000.0,2121352.0,1797600.0,860800.0,702992.0,0.15217807101345432,0.15573329843461978
