RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,124,76,48,5,104,77,27,5
2,127,79,48,5,139,97,42,5
3,130,77,53,5,95,65,30,5
4,134,76,58,5,109,79,30,5
5,135,78,57,5,113,88,25,5
6,133,76,57,5,109,82,27,5
7,138,79,59,5,98,76,22,5
8,129,80,49,5,113,85,28,5
9,134,77,57,5,108,76,32,5
10,131,78,53,5,117,87,30,5
