RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,125,35,1.05,77,60,17,0.13,4328,3376,1864,1456,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
2,160,131,29,0.92,71,58,13,0.18,4384,3488,1720,1408,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
3,160,131,29,0.86,70,58,12,0.31,4256,3416,1696,1408,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
4,160,131,29,0.92,70,59,11,0.31,4360,3528,1696,1432,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
5,160,131,29,0.95,68,58,10,0.4,4416,3480,1680,1440,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
6,160,133,27,0.91,70,58,12,0.23,4320,3592,1712,1424,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
7,160,130,30,0.95,71,57,14,0.2,4256,3472,1736,1384,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
8,160,130,30,0.89,74,57,17,0.24,4200,3424,1792,1384,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
9,160,135,25,0.92,75,58,17,0.28,4160,3512,1832,1408,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
10,160,131,29,0.98,77,58,19,0.3,4272,3496,1864,1408,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
11,160,132,28,0.87,73,59,14,0.22,4200,3456,1784,1448,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
12,160,126,34,1.17,72,58,14,0.29,4352,3448,1792,1440,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
13,160,129,31,0.91,72,60,12,0.24,4288,3416,1744,1456,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
14,160,130,30,0.96,71,58,13,0.2,4424,3576,1736,1424,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
15,160,131,29,0.69,72,60,12,0.11,4096,3320,1744,1456,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
16,160,132,28,0.96,71,58,13,0.2,4336,3544,1736,1408,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
17,160,128,32,0.83,73,59,14,0.27,4120,3320,1768,1432,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
18,160,131,29,0.81,72,57,15,0.26,4080,3352,1760,1400,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
19,160,128,32,0.97,72,60,12,0.29,4264,3400,1792,1488,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
20,160,131,29,1.04,74,59,15,0.23,4472,3552,1808,1432,2,2000000,51,5,241228-124337_Run_1_Idx_33420,2000,2000000,4.9999999999999996e-05,16000000,1,0
