RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,42,17,25,23.48,11,3,8,26.45,98384,36976,50688,13824,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
2,48,19,29,23.77,11,3,8,26.09,118480,43888,46584,12456,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
3,47,18,29,24.02,13,4,9,26.54,115880,42048,57512,16808,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
4,49,18,31,24.02,10,3,7,26.4,123656,43936,43344,12456,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
5,49,17,32,24.16,12,3,9,25.83,140664,44440,54272,13568,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
6,51,17,34,23.9,13,4,9,25.77,156976,51168,52040,15440,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
7,46,17,29,23.91,12,3,9,25.83,135648,49648,49824,12456,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
8,52,18,34,24.46,8,2,6,26.5,168272,58264,31392,7848,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
9,48,17,31,24.12,6,2,4,25.67,150432,53504,24400,7848,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
10,50,16,34,24.4,11,3,8,26.09,162008,51136,45472,12456,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
11,49,18,31,24.33,7,2,5,26.71,149096,54184,32256,9216,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
12,49,16,33,24.76,7,2,5,26.71,144368,48800,32256,9216,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
13,46,16,30,24.04,7,2,5,26.14,121784,42184,27040,7848,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
14,51,18,33,24.53,7,2,5,26.43,141832,49920,32256,9216,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
15,49,17,32,24.55,7,2,5,26.71,136792,46976,32256,9216,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
16,53,18,35,24.34,8,2,6,26.5,149496,50536,32416,8104,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
17,43,15,28,23.98,11,3,8,26.45,118496,40312,46240,12712,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
18,49,17,32,24.27,11,3,8,26.27,129912,44144,50688,13824,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
19,45,18,27,24.33,8,2,6,26.25,116400,44928,31392,7848,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
20,44,17,27,24.0,8,2,6,26.0,118400,43128,35840,8960,14,2000000,51,5,241227-101138_Run_12_Idx_6712,2000,2000000,4.9999999999999996e-05,20000000,1,0
