RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,140,112,28,1.25,52,42,10,0.1,8544,5872,1696,1400,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
2,135,111,24,1.23,49,42,7,0.1,7576,5640,1632,1416,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
3,132,114,18,1.02,53,42,11,0.19,7040,5696,1824,1472,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
4,135,115,20,1.12,50,42,8,0.3,8264,5512,2232,1624,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
5,136,111,25,1.09,49,41,8,0.1,7872,5568,1800,1368,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
6,137,114,23,0.99,55,39,16,0.36,8072,5368,1632,1136,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
7,132,114,18,1.11,52,41,11,0.1,7664,5736,1592,1240,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
8,136,114,22,1.02,54,41,13,0.09,7368,5304,1944,1368,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
9,137,112,25,1.11,51,41,10,0.1,6944,5192,1552,1240,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
10,136,111,25,1.16,52,42,10,0.19,8104,5672,2080,1584,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
11,135,113,22,1.02,54,42,12,0.19,7424,5688,1800,1432,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
12,137,113,24,1.26,50,41,9,0.1,7896,5640,1512,1232,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
13,142,113,29,0.93,50,42,8,0.1,8936,5840,1440,1200,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
14,134,111,23,1.53,51,42,9,0.59,10328,6576,1672,1392,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
15,130,115,15,0.9,52,42,10,0.1,6504,5592,1552,1240,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
16,131,117,14,1.11,52,41,11,0.1,8096,6504,1704,1360,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
17,135,114,21,0.95,50,42,8,0.2,8040,5664,1712,1456,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
18,138,116,22,0.88,50,40,10,0.3,7088,5176,1808,1512,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
19,139,114,25,0.99,48,41,7,0.1,7864,5736,1600,1376,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
20,136,114,22,1.2,49,40,9,0.1,7416,5544,1464,1184,4,6000000,51,5,241228-131318_Run_2_Idx_64213,2000,6000000,4.9999999999999996e-05,8000000,1,0
