RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,169,127,42,5,132,113,19,5
2,165,132,33,5,160,135,25,5
3,169,123,46,5,171,138,33,5
4,168,126,42,5,141,116,25,5
5,172,125,47,5,173,141,32,5
6,175,126,49,5,174,142,32,5
7,172,127,45,5,186,147,39,5
8,167,127,40,5,146,117,29,5
9,170,125,45,5,139,114,25,5
10,168,128,40,5,158,129,29,5
