RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,133,27,0.96,69,58,11,0.14,4336,3592,1776,1472,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
2,160,134,26,1.02,76,58,18,0.33,4336,3584,1944,1512,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
3,160,134,26,0.84,70,56,14,0.36,4232,3512,1800,1424,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
4,160,133,27,0.86,69,58,11,0.29,4384,3592,1736,1472,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
5,160,134,26,0.92,71,58,13,0.21,4272,3552,1744,1432,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
6,160,135,25,0.84,73,58,15,0.41,4272,3584,1832,1472,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
7,160,135,25,1.01,70,58,12,0.14,4288,3624,1720,1432,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
8,160,131,29,0.9,68,58,10,0.22,4320,3472,1752,1472,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
9,160,136,24,0.95,67,57,10,0.37,4280,3632,1688,1448,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
10,160,134,26,0.91,67,57,10,0.3,4352,3600,1728,1448,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
11,160,141,19,0.83,71,57,14,0.14,4224,3696,1744,1408,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
12,160,136,24,1.11,69,57,12,0.22,4432,3736,1736,1408,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
13,160,138,22,0.86,68,55,13,0.15,4288,3664,1712,1400,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
14,160,142,18,0.91,72,56,16,0.07,4496,3944,1768,1384,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
15,160,138,22,0.72,67,57,10,0.3,4128,3528,1728,1488,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
16,160,135,25,0.85,72,57,15,0.21,4336,3640,1848,1448,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
17,160,138,22,0.74,69,57,12,0.22,4136,3568,1816,1488,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
18,160,140,20,0.81,70,57,13,0.14,4144,3632,1720,1408,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
19,160,136,24,0.88,70,56,14,0.21,4256,3624,1760,1384,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
20,160,133,27,1.12,68,57,11,0.15,4472,3616,1712,1448,2,6000000,51,5,241228-131432_Run_1_Idx_98535,2000,6000000,4.9999999999999996e-05,8000000,1,0
