RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,112,62,50,5,99,65,34,5
2,120,58,62,5,90,63,27,5
3,109,60,49,5,76,51,25,5
4,121,59,62,5,101,63,38,5
5,120,60,60,5,99,58,41,5
6,136,58,78,5,80,53,27,5
7,123,60,63,5,89,58,31,5
8,113,59,54,5,96,62,34,5
9,113,61,52,5,102,66,36,5
10,120,59,61,5,71,54,17,5
