RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,137,122,15,1.14,52,41,11,0.1,8352,6456,1704,1384,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
2,139,121,18,1.15,49,41,8,0.16,7840,5896,1728,1480,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
3,138,120,18,1.13,46,42,4,0.07,8040,6008,1448,1320,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
4,140,117,23,1.3,48,42,6,0.21,8968,5968,1784,1592,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
5,137,118,19,1.12,51,41,10,0.47,7704,5624,2112,1792,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
6,135,119,16,1.04,52,41,11,0.27,7288,5560,1912,1576,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
7,139,120,19,1.1,50,41,9,0.16,8000,6112,1616,1328,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
8,135,121,14,0.99,52,41,11,0.15,7120,5680,1912,1392,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
9,137,119,18,1.11,52,42,10,0.12,7104,5760,1912,1328,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
10,137,119,18,1.27,50,39,11,0.26,8312,6192,1512,1168,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
11,135,117,18,1.04,53,42,11,0.53,8320,6456,2136,1616,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
12,137,117,20,1.34,52,41,11,0.62,8432,6016,2704,1736,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
13,139,117,22,1.32,53,42,11,0.23,9392,6344,2072,1472,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
14,138,118,20,1.52,51,39,12,0.51,9672,6648,1664,1288,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
15,136,119,17,0.95,48,41,7,0.33,6544,5344,1528,1304,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
16,134,117,17,1.14,48,39,9,0.12,8112,6312,1416,1136,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
17,137,121,16,0.96,48,40,8,0.38,7712,6176,1616,1368,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
18,140,124,16,0.9,47,40,7,0.45,7896,5920,2056,1664,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
19,141,120,21,1.09,49,41,8,0.39,8240,6312,1952,1608,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
20,136,123,13,1.26,48,40,8,0.23,7880,6520,1504,1264,4,8000000,51,5,241228-132341_Run_2_Idx_40340,2000,8000000,4.9999999999999996e-05,4000000,1,0
