RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,57,40,17,5,74,55,19,5
2,68,43,25,5,77,61,16,5
3,63,45,18,5,80,59,21,5
4,57,44,13,5,59,44,15,5
5,68,47,21,5,69,54,15,5
6,72,47,25,5,83,64,19,5
7,68,44,24,5,87,65,22,5
8,62,43,19,5,81,65,16,5
9,59,41,18,5,58,49,9,5
10,52,31,21,5,66,56,10,5
