RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,50,35,15,5,67,52,15,5
2,59,38,21,5,72,57,15,5
3,52,36,16,5,71,57,14,5
4,42,34,8,5,76,62,14,5
5,58,34,24,5,67,57,10,5
6,64,42,22,5,70,56,14,5
7,52,30,22,5,84,60,24,5
8,48,31,17,5,77,60,17,5
9,64,37,27,5,86,68,18,5
10,60,34,26,5,81,60,21,5
