RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,139,21,0.92,71,57,14,0.17,4288,3712,1704,1368,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
2,160,137,23,0.88,70,58,12,0.19,4304,3624,1680,1392,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
3,160,139,21,0.79,71,57,14,0.15,4200,3616,1704,1368,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
4,160,138,22,0.84,68,60,8,0.09,4328,3664,1632,1440,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
5,160,133,27,0.79,67,58,9,0.06,4256,3488,1608,1392,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
6,160,135,25,0.85,74,60,14,0.12,4240,3560,1776,1440,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
7,160,141,19,0.86,71,60,11,0.15,4264,3752,1704,1440,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
8,160,136,24,0.86,69,56,13,0.22,4200,3568,1656,1344,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
9,160,136,24,0.87,71,59,12,0.18,4160,3536,1704,1416,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
10,160,140,20,0.91,76,60,16,0.17,4272,3712,1824,1440,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
11,160,136,24,0.82,74,59,15,0.08,4200,3552,1776,1416,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
12,160,133,27,1.09,78,58,20,0.05,4344,3616,1872,1392,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
13,160,136,24,0.81,76,57,19,0.2,4216,3584,1824,1368,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
14,160,141,19,0.88,75,59,16,0.32,4344,3800,1800,1416,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
15,160,143,17,0.62,70,59,11,0.21,4080,3608,1680,1416,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
16,160,137,23,0.86,69,60,9,0.14,4296,3664,1656,1440,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
17,160,137,23,0.74,68,57,11,0.18,4096,3528,1632,1368,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
18,160,141,19,0.71,70,59,11,0.09,4088,3600,1680,1416,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
19,160,139,21,0.81,73,58,15,0.12,4192,3656,1752,1392,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
20,160,138,22,0.93,73,58,15,0.25,4360,3704,1752,1392,2,9000000,51,5,241228-133056_Run_1_Idx_8062,2000,9000000,4.9999999999999996e-05,2000000,1,0
