RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,180,135,45,5,138,113,25,5
2,180,136,44,5,147,119,28,5
3,175,137,38,5,141,120,21,5
4,176,131,45,5,180,144,36,5
5,174,130,44,5,182,148,34,5
6,173,135,38,5,155,127,28,5
7,172,132,40,5,152,126,26,5
8,174,132,42,5,163,136,27,5
9,176,136,40,5,151,118,33,5
10,177,135,42,5,153,123,30,5
