RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,53,40,13,2.28,28,16,12,0.0,14208,7400,1680,944,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
2,53,41,12,1.85,27,16,11,0.48,11560,6776,1656,952,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
3,55,42,13,1.45,27,16,11,0.22,8944,6264,1656,952,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
4,58,42,16,1.74,25,16,9,0.32,10424,7800,1840,1296,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
5,62,42,20,1.52,25,16,9,0.24,11984,7528,1728,1152,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
6,57,41,16,1.82,26,15,11,0.58,14760,7152,2984,1576,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
7,54,40,14,1.7,24,15,9,0.38,12608,6800,2576,1232,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
8,55,40,15,1.33,23,14,9,0.0,10080,6232,1328,816,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
9,52,41,11,1.42,24,15,9,0.42,8976,6544,1440,912,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
10,54,41,13,1.57,24,15,9,0.21,11512,7208,1504,928,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
11,56,41,15,1.57,22,14,8,0.45,12240,7408,2112,1232,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
12,54,40,14,1.93,26,15,11,0.5,11064,7664,2720,1472,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
13,57,40,17,1.61,24,16,8,0.25,11912,6656,1624,1144,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
14,53,40,13,1.51,22,15,7,0.23,12112,6560,1304,888,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
15,51,40,11,1.31,21,15,6,0.29,9232,5912,1272,888,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
16,59,40,19,1.42,23,14,9,0.0,9752,6352,1472,896,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
17,61,39,22,1.67,25,16,9,0.4,12168,6280,1488,960,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
18,62,41,21,1.58,26,15,11,0.12,11392,6408,1664,960,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
19,61,40,21,1.38,24,14,10,0.92,12216,6712,3688,1944,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
20,49,40,9,1.51,25,15,10,0.36,9560,6520,2320,1504,7,8000000,51,5,241228-132236_Run_3_Idx_24231,2000,8000000,4.9999999999999996e-05,4000000,1,0
