RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,65,42,23,5,88,70,18,5
2,66,42,24,5,77,64,13,5
3,51,36,15,5,78,62,16,5
4,48,34,14,5,80,63,17,5
5,52,33,19,5,54,43,11,5
6,50,37,13,5,66,48,18,5
7,54,33,21,5,60,47,13,5
8,48,31,17,5,64,49,15,5
9,63,34,29,5,78,61,17,5
10,59,33,26,5,93,67,26,5
