RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,44,23,21,2.02,29,15,14,0.07,14160,6280,1696,800,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
2,39,22,17,2.1,28,14,14,0.11,10504,5752,1792,832,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
3,41,23,18,1.59,28,14,14,0.11,8184,4944,1688,792,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
4,41,22,19,2.07,30,14,16,0.07,11080,5944,1920,848,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
5,35,20,15,2.2,29,14,15,0.07,9592,5424,1728,832,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
6,34,22,12,2.26,26,14,12,0.0,10528,5520,1504,800,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
7,37,22,15,2.22,22,16,6,0.09,12000,5744,1304,936,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
8,39,23,16,1.87,27,18,9,0.04,9992,5224,1560,1096,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
9,34,23,11,2.15,23,19,4,0.0,8976,5512,1440,1184,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
10,36,23,13,2.19,24,19,5,0.08,9736,5816,1536,1248,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
11,36,23,13,2.22,21,19,2,0.14,10760,5552,1416,1288,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
12,35,22,13,2.46,20,19,1,0.05,10176,5920,1224,1176,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
13,39,23,16,1.9,22,19,3,0.09,11224,5208,1376,1184,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
14,39,21,18,1.97,24,17,7,0.08,11400,5312,1520,1072,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
15,37,21,16,1.7,26,18,8,0.12,7600,4816,1688,1176,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
16,37,22,15,2.08,30,18,12,0.03,9880,5328,1904,1136,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
17,38,21,17,1.61,31,18,13,0.06,10176,4600,2008,1176,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
18,36,22,14,1.64,30,18,12,0.1,8928,4352,2048,1200,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
19,37,21,16,2.0,30,16,14,0.07,12184,5088,1872,976,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
20,37,22,15,2.0,31,16,15,0.06,9936,5448,2008,968,7,3000000,51,5,241228-124843_Run_3_Idx_97325,2000,3000000,4.9999999999999996e-05,14000000,1,0
