RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,64,45,19,5,87,66,21,5
2,71,47,24,5,75,61,14,5
3,68,45,23,5,68,54,14,5
4,78,52,26,5,80,63,17,5
5,45,35,10,5,78,61,17,5
6,49,36,13,5,91,67,24,5
7,65,51,14,5,75,61,14,5
8,65,49,16,5,67,51,16,5
9,81,50,31,5,63,51,12,5
10,82,56,26,5,63,48,15,5
