RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,92,29,63,24.43,20,7,13,26.4,127040,40056,40928,13720,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
2,93,29,64,23.72,21,7,14,26.05,119008,36520,43848,13848,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
3,79,25,54,23.99,23,7,16,26.57,102752,32224,46296,13176,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
4,90,28,62,24.2,20,7,13,26.2,119448,37056,38752,12472,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
5,95,30,65,23.85,21,7,14,25.86,132936,41344,38152,12216,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
6,85,27,58,23.71,21,7,14,25.86,112632,34008,37032,11960,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
7,94,29,65,24.6,18,7,11,26.56,125816,38200,36304,12632,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
8,94,30,64,23.72,16,6,10,26.0,123192,37888,29984,10864,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
9,83,28,55,23.8,18,6,12,25.89,119152,37416,35344,11152,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
10,94,30,64,24.23,18,6,12,26.22,132752,40840,34864,10672,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
11,89,28,61,24.07,16,6,10,26.06,129656,39088,30272,10960,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
12,89,28,61,24.15,20,6,14,26.7,122920,37696,37632,10608,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
13,95,28,67,24.07,18,6,12,25.89,122736,35408,34432,9760,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
14,92,26,66,23.98,16,4,12,26.0,115160,32920,34432,8608,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
15,88,28,60,24.35,22,6,16,26.5,120496,36888,43056,11568,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
16,88,27,61,24.09,20,6,14,25.9,119336,36104,39616,11568,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
17,81,26,55,24.11,18,5,13,26.11,114608,34952,36688,10248,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
18,84,27,57,23.81,18,5,13,25.67,118440,35976,36432,10120,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
19,78,26,52,23.82,17,6,11,26.18,114824,34424,35496,12368,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
20,84,26,58,24.57,22,6,16,26.45,113384,34840,45168,12368,7,2000000,51,5,241227-101315_Run_11_Idx_11349,2000,2000000,4.9999999999999996e-05,20000000,1,0
