,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,pulseAttenuation,FolderName,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
0,1,320,80,240,26.3,304,95,209,25.58,494080,123520,1279384,356096,2,0,51,10,0,250422-093835_Run_133_Idx_92648,340,0,5e-05,20000000,4940800.0,1235200.0,12793840.0,3560960.0,0.75,0.6875
1,1,290,78,212,26.59,95,25,70,27.0,4720392,1265256,2320888,610760,7,0,51,10,0,250422-062118_Run_59_Idx_42567,150,0,5e-05,20000000,47203920.0,12652560.0,23208880.0,6107600.0,0.7310344827586207,0.7368421052631579
2,1,320,80,240,26.5,171,54,117,25.26,1942144,485536,1768816,496672,4,0,51,10,0,250422-083947_Run_518_Idx_94655,1300,0,5e-05,20000000,19421440.0,4855360.0,17688160.0,4966720.0,0.75,0.6842105263157895
3,1,290,86,204,21.18,95,30,65,22.29,2967592,837800,1840384,511480,7,0,51,10,0,250422-071030_Run_919_Idx_48592,2300,0,5e-05,20000000,29675920.0,8378000.0,18403840.0,5114800.0,0.7034482758620689,0.6842105263157895
4,1,320,107,213,23.83,304,89,215,25.58,421496,118760,1201192,329216,2,0,51,10,0,250422-070404_Run_1041_Idx_52642,2610,0,5e-05,20000000,4214960.0,1187600.0,12011920.0,3292160.0,0.665625,0.7072368421052632
5,1,320,80,240,26.5,171,45,126,27.0,1915904,478976,1975848,519960,4,0,51,10,0,250422-070645_Run_326_Idx_51250,820,0,5e-05,20000000,19159040.0,4789760.0,19758480.0,5199600.0,0.75,0.7368421052631579
6,1,160,44,116,25.89,38,12,26,25.58,5021520,1309352,2143280,598048,14,0,51,10,0,250422-082418_Run_168_Idx_94830,420,0,5e-05,20000000,50215200.0,13093520.0,21432800.0,5980480.0,0.725,0.6842105263157895
7,1,320,102,218,23.26,171,51,120,25.58,1399840,380600,1795696,482528,4,0,51,10,0,250422-083840_Run_994_Idx_50079,2490,0,5e-05,20000000,13998400.0,3806000.0,17956960.0,4825280.0,0.68125,0.7017543859649122
8,1,320,80,240,26.54,171,54,117,25.58,1942144,485536,1875152,523256,4,0,51,10,0,250422-061117_Run_38_Idx_25126,100,0,5e-05,20000000,19421440.0,4855360.0,18751520.0,5232560.0,0.75,0.6842105263157895
9,1,290,78,212,24.03,95,26,69,25.03,3532072,955336,1972576,534184,7,0,51,10,0,250422-104253_Run_1287_Idx_89856,3220,0,5e-05,20000000,35320720.0,9553360.0,19725760.0,5341840.0,0.7310344827586207,0.7263157894736842
10,1,160,43,117,25.52,38,12,26,24.32,4805928,1269096,1913008,540480,14,0,51,10,0,250422-100213_Run_240_Idx_74420,600,0,5e-05,20000000,48059280.0,12690960.0,19130080.0,5404800.0,0.73125,0.6842105263157895
11,1,320,94,226,24.99,304,80,224,27.0,452272,121200,1361920,358400,2,0,51,10,0,250422-085051_Run_513_Idx_35818,1290,0,5e-05,20000000,4522720.0,1212000.0,13619200.0,3584000.0,0.70625,0.7368421052631579
12,1,290,81,209,24.33,95,26,69,22.71,3915752,1079360,1498536,416016,7,0,51,10,0,250422-112510_Run_1087_Idx_1978,2720,0,5e-05,20000000,39157520.0,10793600.0,14985360.0,4160160.0,0.7206896551724138,0.7263157894736842
13,1,320,80,240,26.0,304,90,214,25.58,479744,119936,1214224,333696,2,0,51,10,0,250422-063534_Run_937_Idx_86195,2350,0,5e-05,20000000,4797440.0,1199360.0,12142240.0,3336960.0,0.75,0.7039473684210527
14,1,160,43,117,23.93,38,10,28,24.16,3723872,973976,1452464,364048,14,0,51,10,0,250422-121941_Run_1240_Idx_22272,3100,0,5e-05,20000000,37238720.0,9739760.0,14524640.0,3640480.0,0.73125,0.7368421052631579
15,1,290,80,210,25.93,95,28,67,25.58,4446472,1181272,2235136,614728,7,0,51,10,0,250422-082557_Run_643_Idx_11969,1610,0,5e-05,20000000,44464720.0,11812720.0,22351360.0,6147280.0,0.7241379310344828,0.7052631578947368
16,1,320,89,231,25.15,304,80,224,27.0,420248,109256,1361920,358400,2,0,51,10,0,250422-121108_Run_1421_Idx_46170,3560,0,5e-05,20000000,4202480.0,1092560.0,13619200.0,3584000.0,0.721875,0.7368421052631579
17,1,320,99,221,24.04,171,54,117,25.11,1563840,417200,1644360,465336,4,0,51,10,0,250422-095605_Run_838_Idx_31965,2100,0,5e-05,20000000,15638400.0,4172000.0,16443600.0,4653360.0,0.690625,0.6842105263157895
18,1,290,84,206,25.23,95,35,60,23.59,4275272,1133144,2037776,607376,7,0,51,10,0,250422-095646_Run_599_Idx_4098,1500,0,5e-05,20000000,42752720.0,11331440.0,20377760.0,6073760.0,0.7103448275862069,0.631578947368421
