RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,121,75,46,5,81,54,27,5
2,123,75,48,5,94,61,33,5
3,122,76,46,5,79,57,22,5
4,135,75,60,5,85,57,28,5
5,133,76,57,5,100,65,35,5
6,137,72,65,5,91,56,35,5
7,128,75,53,5,86,56,30,5
8,129,75,54,5,108,71,37,5
9,133,73,60,5,92,60,32,5
10,139,66,73,5,111,73,38,5
