RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,56,40,16,5,88,70,18,5
2,70,40,30,5,77,63,14,5
3,53,37,16,5,62,46,16,5
4,46,32,14,5,79,59,20,5
5,60,34,26,5,67,55,12,5
6,51,32,19,5,72,52,20,5
7,52,35,17,5,67,54,13,5
8,60,42,18,5,72,55,17,5
9,59,37,22,5,78,63,15,5
10,63,38,25,5,77,60,17,5
