RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,178,123,55,5,169,133,36,5
2,177,127,50,5,165,129,36,5
3,181,124,57,5,168,130,38,5
4,178,126,52,5,166,130,36,5
5,176,126,50,5,164,131,33,5
6,186,128,58,5,164,131,33,5
7,181,129,52,5,167,128,39,5
8,180,127,53,5,167,132,35,5
9,182,128,54,5,165,128,37,5
10,180,127,53,5,170,130,40,5
