RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,53,39,14,5,68,55,13,5
2,54,39,15,5,73,56,17,5
3,63,43,20,5,93,70,23,5
4,63,45,18,5,86,71,15,5
5,48,32,16,5,75,55,20,5
6,64,41,23,5,60,45,15,5
7,72,43,29,5,66,50,16,5
8,66,45,21,5,69,58,11,5
9,59,40,19,5,80,61,19,5
10,54,35,19,5,71,57,14,5
