,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,pulseAttenuation,FolderName,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
0,1,160,160,0,24.39,53,51,2,26.13,103408,103408,45984,44904,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2068160.0,2068160.0,919680.0,898080.0,0.0,0.03773584905660377
1,2,160,160,0,24.5,53,52,1,26.4,103128,103128,46768,45960,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2062560.0,2062560.0,935360.0,919200.0,0.0,0.018867924528301886
2,3,160,160,0,24.04,53,51,2,25.91,101472,101472,46088,45048,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2029440.0,2029440.0,921760.0,900960.0,0.0,0.03773584905660377
3,4,160,160,0,24.5,53,52,1,26.28,104088,104088,46480,45672,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2081760.0,2081760.0,929600.0,913440.0,0.0,0.018867924528301886
4,5,160,160,0,24.34,53,52,1,26.43,102576,102576,46320,46048,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2051520.0,2051520.0,926400.0,920960.0,0.0,0.018867924528301886
5,6,160,160,0,24.28,54,52,2,26.11,103824,103824,46056,45016,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2076480.0,2076480.0,921120.0,900320.0,0.0,0.037037037037037035
6,7,160,160,0,24.55,53,51,2,26.66,105672,105672,45632,44592,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2113440.0,2113440.0,912640.0,891840.0,0.0,0.03773584905660377
7,8,160,160,0,24.76,53,52,1,26.55,105744,105744,46128,45320,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2114880.0,2114880.0,922560.0,906400.0,0.0,0.018867924528301886
8,9,160,160,0,24.28,52,52,0,26.12,105016,105016,45088,45088,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2100320.0,2100320.0,901760.0,901760.0,0.0,0.0
9,10,160,160,0,24.29,53,52,1,26.21,106736,106736,45112,44840,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2134720.0,2134720.0,902240.0,896800.0,0.0,0.018867924528301886
10,11,160,160,0,24.49,52,50,2,26.35,105528,105528,44720,43144,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2110560.0,2110560.0,894400.0,862880.0,0.0,0.038461538461538464
11,12,160,160,0,24.38,53,52,1,26.28,106032,106032,45944,45672,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2120640.0,2120640.0,918880.0,913440.0,0.0,0.018867924528301886
12,13,160,160,0,24.34,52,51,1,26.46,104960,104960,45032,44224,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2099200.0,2099200.0,900640.0,884480.0,0.0,0.019230769230769232
13,14,160,160,0,24.09,52,50,2,25.85,103416,103416,44096,43016,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2068320.0,2068320.0,881920.0,860320.0,0.0,0.038461538461538464
14,15,160,160,0,24.15,52,51,1,26.12,104096,104096,44776,43968,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2081920.0,2081920.0,895520.0,879360.0,0.0,0.019230769230769232
15,16,160,160,0,24.32,52,51,1,26.12,104200,104200,45296,44488,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2084000.0,2084000.0,905920.0,889760.0,0.0,0.019230769230769232
16,17,160,160,0,24.14,53,52,1,25.91,102040,102040,45824,45552,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2040800.0,2040800.0,916480.0,911040.0,0.0,0.018867924528301886
17,18,160,160,0,23.88,52,51,1,25.88,102512,102512,45080,44312,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2050240.0,2050240.0,901600.0,886240.0,0.0,0.019230769230769232
18,19,160,160,0,23.96,53,51,2,25.91,102176,102176,45888,44808,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2043520.0,2043520.0,917760.0,896160.0,0.0,0.03773584905660377
19,20,160,160,0,24.11,52,51,1,25.85,101576,101576,45528,44720,4,9500000,51,5,-70,241231-164344_Run_74_Idx_34898,2000,9500000,5e-05,1000000,2031520.0,2031520.0,910560.0,894400.0,0.0,0.019230769230769232
20,1,160,160,0,24.54,94,89,5,26.32,25216,25216,31632,30272,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,504320.0,504320.0,632640.0,605440.0,0.0,0.05319148936170213
21,2,160,160,0,23.96,93,91,2,25.88,24576,24576,31136,30592,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,491520.0,491520.0,622720.0,611840.0,0.0,0.021505376344086023
22,3,160,160,0,24.5,94,90,4,26.55,25096,25096,31968,30880,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,501920.0,501920.0,639360.0,617600.0,0.0,0.0425531914893617
23,4,160,160,0,24.26,93,89,4,26.1,24912,24912,31056,29968,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,498240.0,498240.0,621120.0,599360.0,0.0,0.043010752688172046
24,5,160,160,0,24.3,95,89,6,26.33,24984,24984,31840,30208,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,499680.0,499680.0,636800.0,604160.0,0.0,0.06315789473684211
25,6,160,160,0,24.56,95,91,4,26.41,25272,25272,32288,31200,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,505440.0,505440.0,645760.0,624000.0,0.0,0.042105263157894736
26,7,160,160,0,24.31,94,91,3,26.15,25184,25184,31760,30944,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,503680.0,503680.0,635200.0,618880.0,0.0,0.031914893617021274
27,8,160,160,0,23.99,94,91,3,25.85,24768,24768,31296,30480,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,495360.0,495360.0,625920.0,609600.0,0.0,0.031914893617021274
28,9,160,160,0,24.15,93,91,2,25.9,24912,24912,31232,30688,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,498240.0,498240.0,624640.0,613760.0,0.0,0.021505376344086023
29,10,160,160,0,24.28,93,91,2,26.18,25264,25264,31328,30784,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,505280.0,505280.0,626560.0,615680.0,0.0,0.021505376344086023
30,11,160,160,0,24.13,93,89,4,26.12,24920,24920,31072,29984,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,498400.0,498400.0,621440.0,599680.0,0.0,0.043010752688172046
31,12,160,160,0,24.36,94,89,5,26.3,25224,25224,31696,30336,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,504480.0,504480.0,633920.0,606720.0,0.0,0.05319148936170213
32,13,160,160,0,24.56,93,89,4,26.57,25544,25544,31616,30528,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,510880.0,510880.0,632320.0,610560.0,0.0,0.043010752688172046
33,14,160,160,0,24.19,92,89,3,26.09,24912,24912,30944,30128,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,498240.0,498240.0,618880.0,602560.0,0.0,0.03260869565217391
34,15,160,160,0,24.78,95,88,7,26.77,25624,25624,32000,30096,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,512480.0,512480.0,640000.0,601920.0,0.0,0.07368421052631578
35,16,160,160,0,24.23,93,89,4,26.12,24984,24984,31312,30224,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,499680.0,499680.0,626240.0,604480.0,0.0,0.043010752688172046
36,17,160,160,0,24.78,93,88,5,26.74,25440,25440,31600,30240,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,508800.0,508800.0,632000.0,604800.0,0.0,0.053763440860215055
37,18,160,160,0,23.9,94,90,4,25.87,24528,24528,31264,30176,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,490560.0,490560.0,625280.0,603520.0,0.0,0.0425531914893617
38,19,160,160,0,24.21,93,91,2,26.12,24880,24880,31456,30912,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,497600.0,497600.0,629120.0,618240.0,0.0,0.021505376344086023
39,20,160,160,0,24.51,94,91,3,26.32,25024,25024,31888,31072,2,9500000,51,5,-95,241231-165627_Run_93_Idx_40395,2000,9500000,5e-05,1000000,500480.0,500480.0,637760.0,621440.0,0.0,0.031914893617021274
40,1,160,160,0,24.68,53,53,0,26.7,104240,104240,48256,48256,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2084800.0,2084800.0,965120.0,965120.0,0.0,0.0
41,2,160,160,0,24.42,53,52,1,26.09,103352,103352,46224,45952,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2067040.0,2067040.0,924480.0,919040.0,0.0,0.018867924528301886
42,3,160,160,0,24.4,53,53,0,26.13,102696,102696,47568,47568,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2053920.0,2053920.0,951360.0,951360.0,0.0,0.0
43,4,160,160,0,24.32,54,53,1,26.33,103512,103512,45976,45704,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2070240.0,2070240.0,919520.0,914080.0,0.0,0.018518518518518517
44,5,160,160,0,24.2,53,53,0,25.87,102104,102104,46168,46168,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2042080.0,2042080.0,923360.0,923360.0,0.0,0.0
45,6,160,160,0,24.41,53,53,0,26.32,103976,103976,47008,47008,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2079520.0,2079520.0,940160.0,940160.0,0.0,0.0
46,7,160,160,0,24.16,53,53,0,26.09,104720,104720,46392,46392,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2094400.0,2094400.0,927840.0,927840.0,0.0,0.0
47,8,160,160,0,24.28,54,52,2,26.19,104264,104264,44536,43992,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2085280.0,2085280.0,890720.0,879840.0,0.0,0.037037037037037035
48,9,160,160,0,24.55,52,52,0,26.27,105632,105632,45944,45944,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2112640.0,2112640.0,918880.0,918880.0,0.0,0.0
49,10,160,160,0,24.68,52,52,0,26.58,107968,107968,45432,45432,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2159360.0,2159360.0,908640.0,908640.0,0.0,0.0
50,11,160,160,0,24.34,52,52,0,26.12,105456,105456,45272,45272,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2109120.0,2109120.0,905440.0,905440.0,0.0,0.0
51,12,160,160,0,24.38,53,51,2,26.25,106064,106064,44048,43504,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2121280.0,2121280.0,880960.0,870080.0,0.0,0.03773584905660377
52,13,160,160,0,24.37,52,52,0,26.38,105072,105072,45296,45296,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2101440.0,2101440.0,905920.0,905920.0,0.0,0.0
53,14,160,160,0,24.38,52,52,0,26.31,103792,103792,45712,45712,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2075840.0,2075840.0,914240.0,914240.0,0.0,0.0
54,15,160,160,0,23.74,52,52,0,25.65,103040,103040,45440,45440,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2060800.0,2060800.0,908800.0,908800.0,0.0,0.0
55,16,160,160,0,24.41,53,51,2,26.36,104216,104216,43632,43088,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2084320.0,2084320.0,872640.0,861760.0,0.0,0.03773584905660377
56,17,160,160,0,24.15,52,52,0,26.12,101576,101576,45984,45984,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2031520.0,2031520.0,919680.0,919680.0,0.0,0.0
57,18,160,160,0,24.6,52,52,0,26.77,104328,104328,47008,47008,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2086560.0,2086560.0,940160.0,940160.0,0.0,0.0
58,19,160,160,0,24.65,52,51,1,26.54,104160,104160,45536,45264,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2083200.0,2083200.0,910720.0,905280.0,0.0,0.019230769230769232
59,20,160,160,0,24.86,53,51,2,26.85,103328,103328,45480,44936,4,9500000,51,5,-85,241231-165407_Run_86_Idx_88210,2000,9500000,5e-05,1000000,2066560.0,2066560.0,909600.0,898720.0,0.0,0.03773584905660377
60,1,41,25,16,2.29,30,19,11,0.1,15016,6024,2000,1232,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,300320.0,120480.0,40000.0,24640.0,0.3902439024390244,0.36666666666666664
61,2,34,23,11,3.21,23,17,6,0.0,13224,7200,1440,1056,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,264480.0,144000.0,28800.0,21120.0,0.3235294117647059,0.2608695652173913
62,3,39,24,15,2.54,26,18,8,0.0,12024,6424,1632,1120,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,240480.0,128480.0,32640.0,22400.0,0.38461538461538464,0.3076923076923077
63,4,36,24,12,1.89,24,17,7,0.12,7984,5248,1504,1056,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,159680.0,104960.0,30080.0,21120.0,0.3333333333333333,0.2916666666666667
64,5,40,25,15,2.35,25,16,9,0.24,9728,6720,1704,1128,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,194560.0,134400.0,34080.0,22560.0,0.375,0.36
65,6,40,23,17,2.33,30,18,12,0.03,10168,6456,1904,1104,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,203360.0,129120.0,38080.0,22080.0,0.425,0.4
66,7,44,24,20,2.0,25,18,7,0.0,11464,5768,1568,1120,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,229280.0,115360.0,31360.0,22400.0,0.45454545454545453,0.28
67,8,39,25,14,2.31,25,18,7,0.04,10440,6016,1584,1136,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,208800.0,120320.0,31680.0,22720.0,0.358974358974359,0.28
68,9,39,25,14,2.77,26,16,10,0.27,12448,6968,1632,992,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,248960.0,139360.0,32640.0,19840.0,0.358974358974359,0.38461538461538464
69,10,42,24,18,2.1,27,17,10,0.41,11192,6112,1816,1176,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,223840.0,122240.0,36320.0,23520.0,0.42857142857142855,0.37037037037037035
70,11,47,25,22,2.13,30,17,13,0.2,12928,5968,1976,1144,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,258560.0,119360.0,39520.0,22880.0,0.46808510638297873,0.43333333333333335
71,12,43,23,20,2.23,25,16,9,0.28,12752,6480,1808,1096,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,255040.0,129600.0,36160.0,21920.0,0.46511627906976744,0.36
72,13,42,24,18,1.81,24,15,9,0.08,9552,5328,1512,936,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,191040.0,106560.0,30240.0,18720.0,0.42857142857142855,0.375
73,14,44,24,20,1.7,28,15,13,0.43,9272,5256,1824,992,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,185440.0,105120.0,36480.0,19840.0,0.45454545454545453,0.4642857142857143
74,15,40,25,15,1.72,29,15,14,0.07,8272,5304,1824,928,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,165440.0,106080.0,36480.0,18560.0,0.375,0.4827586206896552
75,16,42,24,18,1.83,29,16,13,0.03,8264,4848,1856,1024,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,165280.0,96960.0,37120.0,20480.0,0.42857142857142855,0.4482758620689655
76,17,41,25,16,1.54,27,17,10,0.37,10168,4352,2088,1208,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,203360.0,87040.0,41760.0,24160.0,0.3902439024390244,0.37037037037037035
77,18,40,24,16,1.27,26,17,9,0.27,8008,4136,1664,1088,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,160160.0,82720.0,33280.0,21760.0,0.4,0.34615384615384615
78,19,40,22,18,2.15,23,16,7,0.17,11152,5136,1608,1160,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,223040.0,102720.0,32160.0,23200.0,0.45,0.30434782608695654
79,20,40,24,16,1.55,25,17,8,0.04,8896,4848,1600,1088,7,9500000,51,5,10,241231-163547_Run_11_Idx_92143,2000,9500000,5e-05,1000000,177920.0,96960.0,32000.0,21760.0,0.4,0.32
80,1,160,150,10,1.02,70,60,10,0.43,4288,4008,1728,1488,2,9500000,51,5,-5,241231-164132_Run_21_Idx_31169,2000,9500000,5e-05,1000000,85760.0,80160.0,34560.0,29760.0,0.0625,0.14285714285714285
