RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,120,67,53,5,73,48,25,5
2,117,68,49,5,104,66,38,5
3,126,68,58,5,100,63,37,5
4,127,64,63,5,100,65,35,5
5,126,65,61,5,93,59,34,5
6,136,67,69,5,96,59,37,5
7,127,67,60,5,78,57,21,5
8,115,65,50,5,86,58,28,5
9,129,66,63,5,94,63,31,5
10,124,67,57,5,85,55,30,5
