RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,22,11,11,2.41,12,4,8,0.58,11920,6760,3744,1080,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
2,17,10,7,4.0,12,4,8,0.33,16168,9584,2016,672,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
3,19,9,10,3.21,8,2,6,0.75,15760,8144,1536,384,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
4,21,9,12,2.14,11,3,8,0.09,10440,4968,1584,432,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
5,19,8,11,3.37,11,3,8,0.36,12144,6760,2352,624,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
6,17,9,8,3.76,11,3,8,0.64,13632,6720,2000,560,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
7,22,8,14,2.09,11,3,8,0.36,13512,4776,1424,392,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
8,22,10,12,2.18,11,3,8,0.45,12240,5968,1808,488,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
9,17,8,9,2.82,8,2,6,0.5,12416,5848,992,248,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
10,24,9,15,2.25,11,3,8,0.09,16456,6736,1584,432,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
11,22,9,13,2.36,9,3,6,0.78,15024,5864,1488,528,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
12,19,9,10,2.74,9,3,6,0.44,11184,7104,1712,560,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
13,19,9,10,1.84,8,2,6,0.38,11184,4968,1120,280,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
14,15,7,8,2.93,9,3,6,0.44,12072,6168,2848,800,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
15,23,9,14,1.78,7,2,5,0.29,11768,6000,1008,288,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
16,21,8,13,1.76,8,3,5,0.75,12360,4960,1536,528,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
17,26,10,16,1.58,9,3,6,0.67,14864,5616,1296,432,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
18,24,9,15,1.04,8,3,5,0.62,10040,3488,1496,488,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
19,18,10,8,2.11,8,3,5,0.12,11400,5056,1152,432,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
20,25,10,15,2.32,8,3,5,0.12,18496,5968,1152,432,14,10000000,51,5,241227-101221_Run_20_Idx_47155,2000,10000000,4.9999999999999996e-05,20000000,1,0
