RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,54,37,17,5,76,58,18,5
2,53,37,16,5,88,69,19,5
3,60,38,22,5,72,62,10,5
4,57,37,20,5,73,57,16,5
5,67,41,26,5,72,57,15,5
6,60,35,25,5,86,65,21,5
7,52,32,20,5,72,55,17,5
8,46,30,16,5,68,52,16,5
9,54,32,22,5,74,57,17,5
10,49,32,17,5,70,56,14,5
