RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,138,79,59,5,93,70,23,5
2,134,81,53,5,97,69,28,5
3,136,80,56,5,107,77,30,5
4,129,81,48,5,110,78,32,5
5,134,81,53,5,144,108,36,5
6,140,81,59,5,105,80,25,5
7,139,81,58,5,112,79,33,5
8,142,83,59,5,98,73,25,5
9,132,79,53,5,111,80,31,5
10,129,81,48,5,122,89,33,5
