RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,128,79,49,5,115,83,32,5
2,138,82,56,5,115,78,37,5
3,139,80,59,5,101,72,29,5
4,132,79,53,5,107,79,28,5
5,139,81,58,5,97,76,21,5
6,138,81,57,5,103,78,25,5
7,134,83,51,5,125,93,32,5
8,135,82,53,5,103,77,26,5
9,134,80,54,5,136,101,35,5
10,137,81,56,5,120,88,32,5
