RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,61,43,18,5,67,54,13,5
2,75,49,26,5,73,55,18,5
3,65,44,21,5,65,52,13,5
4,65,44,21,5,82,62,20,5
5,42,30,12,5,75,57,18,5
6,64,42,22,5,75,63,12,5
7,62,38,24,5,75,58,17,5
8,54,35,19,5,80,67,13,5
9,63,39,24,5,78,56,22,5
10,52,36,16,5,69,52,17,5
