RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,158,103,55,24.16,46,26,20,26.0,111536,68896,42544,21584,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
2,159,103,56,24.56,45,26,19,26.56,119328,74640,41320,21552,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
3,160,93,67,24.24,47,27,20,26.11,106960,57992,42608,21776,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
4,157,99,58,24.2,46,23,23,25.98,129304,83048,41944,18688,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
5,159,99,60,24.45,47,24,23,26.57,114576,67296,42408,19720,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
6,159,100,59,24.13,50,25,25,25.96,111896,65952,47088,21824,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
7,158,97,61,24.27,45,23,22,26.47,109456,67992,44272,20960,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
8,157,108,49,24.35,47,24,23,26.15,120288,83544,44640,21472,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
9,158,101,57,24.25,45,25,20,26.11,111240,67640,43200,22240,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
10,160,105,55,24.22,48,24,24,26.08,104056,64176,43568,20760,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
11,157,105,52,24.06,50,24,26,25.92,104680,68808,44656,19696,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
12,156,105,51,23.97,46,25,21,25.91,110568,72512,38600,19112,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
13,159,102,57,23.85,43,26,17,25.93,102208,62704,36120,20192,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
14,158,105,53,24.64,42,27,15,26.52,114072,71384,33936,20456,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
15,157,95,62,24.91,37,26,11,27.0,109864,67048,32088,21176,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
16,158,106,52,24.73,39,26,13,26.74,109968,71120,34648,21616,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
17,159,101,58,24.91,39,27,12,26.74,112888,66184,31704,21288,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
18,159,96,63,24.06,39,27,12,26.08,107592,61208,32656,21064,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
19,159,99,60,24.14,43,27,16,26.16,102888,61296,37888,21856,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
20,159,105,54,24.62,42,26,16,26.52,109272,66808,38608,21584,4,10000000,51,5,241227-101523_Run_18_Idx_80279,2000,10000000,4.9999999999999996e-05,20000000,1,0
