RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,65,46,19,5,74,65,9,5
2,68,49,19,5,72,55,17,5
3,75,48,27,5,74,62,12,5
4,79,51,28,5,75,57,18,5
5,54,36,18,5,65,48,17,5
6,63,41,22,5,75,56,19,5
7,59,42,17,5,75,57,18,5
8,55,39,16,5,85,66,19,5
9,51,35,16,5,73,57,16,5
10,59,41,18,5,87,69,18,5
