RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,20,13,7,3.35,9,3,6,0.0,13240,7056,1296,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
2,17,11,6,4.06,13,4,9,0.38,15528,8136,1872,576,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
3,19,13,6,2.74,13,4,9,0.08,14000,6304,1872,576,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
4,19,13,6,2.84,13,4,9,0.77,14416,7520,1872,576,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
5,19,13,6,2.21,13,4,9,0.08,11520,6272,1872,576,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
6,20,12,8,2.8,13,4,9,0.08,13568,5624,2000,608,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
7,20,13,7,2.7,9,3,6,0.0,14856,6328,1296,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
8,20,13,7,2.85,13,4,9,0.08,16488,7280,1872,576,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
9,20,13,7,2.2,13,4,9,0.0,12208,5728,1872,576,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
10,18,13,5,2.11,13,4,9,0.38,12120,6704,1872,576,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
11,18,11,7,2.22,12,3,9,0.92,12824,5816,1728,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
12,15,13,2,3.27,9,3,6,0.56,11688,8344,1296,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
13,17,12,5,3.41,9,3,6,0.11,13672,7312,1424,464,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
14,20,12,8,1.95,10,3,7,0.0,14336,5504,1440,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
15,17,12,5,2.65,12,3,9,0.0,11136,5832,1728,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
16,13,13,0,2.85,11,3,8,0.18,7072,7072,1584,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
17,18,12,6,1.94,11,3,8,0.09,11256,5496,1584,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
18,20,13,7,2.3,11,3,8,0.45,13400,5616,1584,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
19,18,12,6,2.06,11,3,8,0.0,9392,5096,1584,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
20,17,13,4,3.18,10,3,7,0.1,13136,7624,1440,432,14,9500000,51,5,241228-133405_Run_4_Idx_5007,2000,9500000,4.9999999999999996e-05,1000000,1,0
