RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,PulseWidth,PulseWidthSlotIdx,TTI
9,135,77,58,5,111,79,32,5,332,3554,2
10,132,80,52,5,130,95,35,5,332,3554,2
1,170,134,36,5,174,142,32,5,147,3758,2
2,171,131,40,5,177,147,30,5,147,3758,2
3,171,134,37,5,188,152,36,5,147,3758,2
4,175,132,43,5,162,134,28,5,147,3758,2
5,173,134,39,5,134,111,23,5,147,3758,2
6,167,129,38,5,159,128,31,5,147,3758,2
7,172,133,39,5,144,114,30,5,147,3758,2
8,171,127,44,5,129,109,20,5,147,3758,2
9,175,133,42,5,159,128,31,5,147,3758,2
10,171,131,40,5,146,119,27,5,147,3758,2
1,167,133,34,5,179,143,36,5,237,1299,2
2,173,131,42,5,140,114,26,5,237,1299,2
3,172,126,46,5,171,141,30,5,237,1299,2
4,174,126,48,5,142,117,25,5,237,1299,2
5,170,130,40,5,144,116,28,5,237,1299,2
6,176,127,49,5,166,137,29,5,237,1299,2
7,171,126,45,5,174,145,29,5,237,1299,2
8,171,124,47,5,155,128,27,5,237,1299,2
9,166,124,42,5,171,137,34,5,237,1299,2
10,170,128,42,5,133,109,24,5,237,1299,2
1,196,161,35,5,212,191,21,5,102,1102,2
2,196,162,34,5,215,188,27,5,102,1102,2
3,193,162,31,5,211,190,21,5,102,1102,2
4,195,162,33,5,214,192,22,5,102,1102,2
5,196,166,30,5,216,190,26,5,102,1102,2
6,203,166,37,5,210,187,23,5,102,1102,2
7,196,162,34,5,210,191,19,5,102,1102,2
8,197,168,29,5,211,190,21,5,102,1102,2
9,196,165,31,5,210,189,21,5,102,1102,2
10,194,163,31,5,209,188,21,5,102,1102,2
1,196,161,35,5,207,190,17,5,122,1489,2
2,196,164,32,5,215,194,21,5,122,1489,2
3,194,160,34,5,208,192,16,5,122,1489,2
4,197,165,32,5,211,191,20,5,122,1489,2
5,195,164,31,5,209,189,20,5,122,1489,2
6,197,161,36,5,210,190,20,5,122,1489,2
7,196,164,32,5,207,188,19,5,122,1489,2
8,195,162,33,5,212,189,23,5,122,1489,2
9,194,158,36,5,207,187,20,5,122,1489,2
10,194,164,30,5,204,190,14,5,122,1489,2
1,132,76,56,5,122,87,35,5,417,1590,2
2,139,78,61,5,79,58,21,5,417,1590,2
3,134,74,60,5,93,65,28,5,417,1590,2
4,134,80,54,5,131,91,40,5,417,1590,2
5,134,78,56,5,98,74,24,5,417,1590,2
6,133,77,56,5,100,74,26,5,417,1590,2
7,131,77,54,5,119,88,31,5,417,1590,2
8,133,80,53,5,99,76,23,5,417,1590,2
9,129,78,51,5,116,85,31,5,417,1590,2
10,128,78,50,5,124,87,37,5,417,1590,2
1,141,90,51,5,135,100,35,5,333,614,2
2,152,89,63,5,111,81,30,5,333,614,2
3,145,90,55,5,122,86,36,5,333,614,2
4,150,90,60,5,143,106,37,5,333,614,2
5,142,89,53,5,92,75,17,5,333,614,2
6,149,89,60,5,94,71,23,5,333,614,2
7,134,89,45,5,118,88,30,5,333,614,2
8,131,89,42,5,102,76,26,5,333,614,2
9,142,89,53,5,108,80,28,5,333,614,2
10,145,90,55,5,107,76,31,5,333,614,2
1,196,161,35,5,207,190,17,5,131,2081,2
2,196,164,32,5,215,194,21,5,131,2081,2
3,194,160,34,5,208,192,16,5,131,2081,2
4,197,165,32,5,211,191,20,5,131,2081,2
5,195,164,31,5,209,189,20,5,131,2081,2
6,197,161,36,5,210,190,20,5,131,2081,2
7,196,164,32,5,207,188,19,5,131,2081,2
8,195,162,33,5,212,189,23,5,131,2081,2
9,194,158,36,5,207,187,20,5,131,2081,2
10,194,164,30,5,204,190,14,5,131,2081,2
1,121,75,46,5,81,54,27,5,449,2199,2
2,123,75,48,5,94,61,33,5,449,2199,2
3,122,76,46,5,79,57,22,5,449,2199,2
4,135,75,60,5,85,57,28,5,449,2199,2
5,133,76,57,5,100,65,35,5,449,2199,2
6,137,72,65,5,91,56,35,5,449,2199,2
7,128,75,53,5,86,56,30,5,449,2199,2
8,129,75,54,5,108,71,37,5,449,2199,2
9,133,73,60,5,92,60,32,5,449,2199,2
10,139,66,73,5,111,73,38,5,449,2199,2
1,131,76,55,5,120,90,30,5,374,2882,2
2,131,76,55,5,87,63,24,5,374,2882,2
3,135,79,56,5,118,91,27,5,374,2882,2
4,130,78,52,5,143,100,43,5,374,2882,2
5,137,77,60,5,107,82,25,5,374,2882,2
6,133,80,53,5,135,98,37,5,374,2882,2
7,135,76,59,5,110,80,30,5,374,2882,2
8,133,78,55,5,113,82,31,5,374,2882,2
9,132,77,55,5,129,96,33,5,374,2882,2
10,133,81,52,5,98,75,23,5,374,2882,2
1,127,88,39,5,125,90,35,5,317,617,2
2,146,91,55,5,131,93,38,5,317,617,2
3,136,91,45,5,120,89,31,5,317,617,2
4,140,87,53,5,94,69,25,5,317,617,2
5,146,90,56,5,124,93,31,5,317,617,2
6,148,89,59,5,104,77,27,5,317,617,2
7,151,88,63,5,132,96,36,5,317,617,2
8,140,90,50,5,103,77,26,5,317,617,2
9,141,90,51,5,94,67,27,5,317,617,2
10,146,90,56,5,127,93,34,5,317,617,2
1,195,136,59,5,157,129,28,5,269,674,2
2,188,134,54,5,164,132,32,5,269,674,2
3,193,138,55,5,164,129,35,5,269,674,2
4,191,143,48,5,168,135,33,5,269,674,2
5,192,136,56,5,172,129,43,5,269,674,2
6,192,139,53,5,162,124,38,5,269,674,2
7,187,130,57,5,171,130,41,5,269,674,2
8,186,139,47,5,174,130,44,5,269,674,2
9,189,142,47,5,165,130,35,5,269,674,2
10,184,139,45,5,164,128,36,5,269,674,2
1,131,75,56,5,89,63,26,5,363,1158,2
2,128,72,56,5,114,80,34,5,363,1158,2
3,131,73,58,5,88,66,22,5,363,1158,2
4,131,73,58,5,107,82,25,5,363,1158,2
5,127,74,53,5,128,93,35,5,363,1158,2
6,130,77,53,5,99,72,27,5,363,1158,2
7,128,78,50,5,114,84,30,5,363,1158,2
8,127,72,55,5,127,90,37,5,363,1158,2
9,129,75,54,5,123,91,32,5,363,1158,2
10,134,72,62,5,118,86,32,5,363,1158,2
1,165,126,39,5,177,139,38,5,288,1914,2
2,168,131,37,5,118,96,22,5,288,1914,2
3,172,126,46,5,156,127,29,5,288,1914,2
4,168,124,44,5,130,104,26,5,288,1914,2
5,168,120,48,5,144,115,29,5,288,1914,2
6,170,120,50,5,179,149,30,5,288,1914,2
7,169,120,49,5,153,130,23,5,288,1914,2
8,167,125,42,5,186,154,32,5,288,1914,2
9,164,123,41,5,170,138,32,5,288,1914,2
10,171,124,47,5,143,116,27,5,288,1914,2
1,130,82,48,5,90,62,28,5,427,1486,2
2,137,80,57,5,92,62,30,5,427,1486,2
3,136,81,55,5,109,75,34,5,427,1486,2
4,143,76,67,5,117,83,34,5,427,1486,2
5,145,82,63,5,93,75,18,5,427,1486,2
6,131,84,47,5,129,96,33,5,427,1486,2
7,140,85,55,5,143,109,34,5,427,1486,2
8,138,80,58,5,125,93,32,5,427,1486,2
9,131,84,47,5,121,93,28,5,427,1486,2
10,132,82,50,5,129,97,32,5,427,1486,2
1,196,161,35,5,207,190,17,5,35,1485,2
2,196,164,32,5,215,194,21,5,35,1485,2
3,194,160,34,5,208,192,16,5,35,1485,2
4,197,165,32,5,211,191,20,5,35,1485,2
5,195,164,31,5,209,189,20,5,35,1485,2
6,197,161,36,5,210,190,20,5,35,1485,2
7,196,164,32,5,207,188,19,5,35,1485,2
8,195,162,33,5,212,189,23,5,35,1485,2
9,194,158,36,5,207,187,20,5,35,1485,2
10,194,164,30,5,204,190,14,5,35,1485,2
1,130,80,50,5,105,77,28,5,401,815,2
2,135,81,54,5,103,73,30,5,401,815,2
3,138,76,62,5,82,62,20,5,401,815,2
4,134,78,56,5,110,79,31,5,401,815,2
5,137,79,58,5,107,78,29,5,401,815,2
6,132,82,50,5,101,72,29,5,401,815,2
7,138,82,56,5,106,78,28,5,401,815,2
8,140,80,60,5,108,78,30,5,401,815,2
9,126,82,44,5,120,88,32,5,401,815,2
10,133,81,52,5,144,102,42,5,401,815,2
1,192,133,59,5,163,131,32,5,261,1325,2
2,187,131,56,5,168,134,34,5,261,1325,2
3,183,132,51,5,170,127,43,5,261,1325,2
4,176,134,42,5,169,130,39,5,261,1325,2
5,187,129,58,5,166,133,33,5,261,1325,2
6,186,128,58,5,162,128,34,5,261,1325,2
7,182,133,49,5,169,133,36,5,261,1325,2
8,182,130,52,5,169,131,38,5,261,1325,2
9,181,129,52,5,164,129,35,5,261,1325,2
10,188,130,58,5,170,132,38,5,261,1325,2
1,166,133,33,5,164,133,31,5,249,2114,2
2,175,133,42,5,144,115,29,5,249,2114,2
3,180,131,49,5,136,111,25,5,249,2114,2
4,171,125,46,5,117,96,21,5,249,2114,2
5,169,131,38,5,154,127,27,5,249,2114,2
6,174,124,50,5,177,147,30,5,249,2114,2
7,167,128,39,5,162,135,27,5,249,2114,2
8,173,127,46,5,180,146,34,5,249,2114,2
9,172,126,46,5,174,144,30,5,249,2114,2
10,178,133,45,5,151,117,34,5,249,2114,2
1,196,161,35,5,207,190,17,5,49,3334,2
2,196,164,32,5,215,194,21,5,49,3334,2
3,194,160,34,5,208,192,16,5,49,3334,2
4,197,165,32,5,211,191,20,5,49,3334,2
5,195,164,31,5,209,189,20,5,49,3334,2
6,197,161,36,5,210,190,20,5,49,3334,2
7,196,164,32,5,207,188,19,5,49,3334,2
8,195,162,33,5,212,189,23,5,49,3334,2
9,194,158,36,5,207,187,20,5,49,3334,2
10,194,164,30,5,204,190,14,5,49,3334,2
1,124,68,56,5,98,63,35,5,435,2470,2
2,129,67,62,5,88,54,34,5,435,2470,2
3,120,66,54,5,96,64,32,5,435,2470,2
4,125,62,63,5,80,55,25,5,435,2470,2
5,121,66,55,5,80,55,25,5,435,2470,2
6,137,67,70,5,80,55,25,5,435,2470,2
7,120,67,53,5,89,60,29,5,435,2470,2
8,117,65,52,5,95,62,33,5,435,2470,2
9,118,68,50,5,118,72,46,5,435,2470,2
10,129,67,62,5,84,53,31,5,435,2470,2
1,196,161,35,5,207,190,17,5,72,1433,2
2,196,164,32,5,215,194,21,5,72,1433,2
3,194,160,34,5,208,192,16,5,72,1433,2
4,197,165,32,5,211,191,20,5,72,1433,2
5,195,164,31,5,209,189,20,5,72,1433,2
6,197,161,36,5,210,190,20,5,72,1433,2
7,196,164,32,5,207,188,19,5,72,1433,2
8,195,162,33,5,212,189,23,5,72,1433,2
9,194,158,36,5,207,187,20,5,72,1433,2
10,194,164,30,5,204,190,14,5,72,1433,2
1,165,123,42,5,169,137,32,5,224,160,2
2,163,122,41,5,141,114,27,5,224,160,2
3,164,122,42,5,124,102,22,5,224,160,2
4,167,116,51,5,141,115,26,5,224,160,2
5,164,120,44,5,184,148,36,5,224,160,2
6,166,124,42,5,187,153,34,5,224,160,2
7,163,121,42,5,135,112,23,5,224,160,2
8,161,121,40,5,147,122,25,5,224,160,2
9,167,123,44,5,177,144,33,5,224,160,2
10,165,124,41,5,163,132,31,5,224,160,2
1,159,123,36,5,178,148,30,5,214,3805,2
2,162,122,40,5,148,124,24,5,214,3805,2
3,162,120,42,5,181,150,31,5,214,3805,2
4,164,121,43,5,132,109,23,5,214,3805,2
5,174,123,51,5,158,127,31,5,214,3805,2
6,169,122,47,5,169,137,32,5,214,3805,2
7,164,126,38,5,117,95,22,5,214,3805,2
8,160,118,42,5,181,142,39,5,214,3805,2
9,162,118,44,5,127,104,23,5,214,3805,2
10,158,125,33,5,178,145,33,5,214,3805,2
