RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,57,42,15,5,70,53,17,5
2,62,46,16,5,73,56,17,5
3,71,48,23,5,74,60,14,5
4,80,47,33,5,82,65,17,5
5,54,37,17,5,66,51,15,5
6,60,39,21,5,83,61,22,5
7,59,41,18,5,57,45,12,5
8,51,35,16,5,71,60,11,5
9,55,36,19,5,71,57,14,5
10,56,36,20,5,79,55,24,5
