RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,141,86,55,5,92,67,25,5
2,142,81,61,5,109,79,30,5
3,137,82,55,5,72,58,14,5
4,129,79,50,5,114,80,34,5
5,133,79,54,5,101,75,26,5
6,134,81,53,5,117,85,32,5
7,124,81,43,5,107,78,29,5
8,132,81,51,5,100,72,28,5
9,141,80,61,5,145,104,41,5
10,135,82,53,5,116,82,34,5
