RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,20,9,11,2.8,12,3,9,0.5,14824,6512,3360,840,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
2,15,10,5,3.47,14,4,10,0.36,9544,8000,1936,536,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
3,24,10,14,1.92,13,4,9,0.08,15288,5808,2256,672,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
4,19,9,10,2.47,13,4,9,0.38,10488,7008,2256,672,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
5,18,7,11,2.78,12,4,8,0.33,13472,5488,1728,576,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
6,17,8,9,2.24,13,4,9,0.23,6304,5080,1712,536,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
7,20,8,12,2.35,13,4,9,0.23,12752,5680,1672,496,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
8,22,9,13,2.68,12,3,9,0.0,15696,6672,1568,392,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
9,24,9,15,1.88,11,3,8,0.0,14808,5152,1424,392,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
10,24,9,15,1.96,12,3,9,0.0,18656,6032,1408,352,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
11,24,9,15,1.54,8,2,6,0.0,9840,5336,1152,288,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
12,17,9,8,3.47,8,2,6,0.0,14648,7704,1152,288,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
13,20,9,11,2.25,8,2,6,0.0,11648,6776,992,248,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
14,22,9,13,1.64,8,2,6,0.12,10320,4968,1152,288,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
15,23,9,14,1.43,11,3,8,0.55,10088,5272,1584,432,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
16,16,9,7,2.69,11,3,8,0.09,11016,6408,1688,448,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
17,21,7,14,1.71,8,2,6,0.25,12088,4824,1376,344,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
18,21,8,13,1.86,8,2,6,0.25,13552,5016,1152,288,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
19,24,9,15,1.54,8,2,6,0.75,10656,4824,1152,288,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
20,18,8,10,3.11,9,3,6,0.33,13760,7016,1504,488,14,2000000,51,5,241228-124028_Run_4_Idx_63808,2000,2000000,4.9999999999999996e-05,16000000,1,0
