RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,137,23,0.8,78,72,6,0.01,4312,3656,1872,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
2,160,137,23,0.88,78,71,7,0.04,4344,3720,1872,1704,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
3,160,137,23,0.69,80,72,8,0.05,4168,3568,1920,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
4,160,136,24,0.61,77,71,6,0.06,4088,3504,1848,1704,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
5,160,137,23,0.7,77,72,5,0.05,4216,3592,1848,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
6,160,140,20,0.8,79,72,7,0.03,4216,3712,1896,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
7,160,141,19,0.83,79,71,8,0.01,4272,3760,1896,1704,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
8,160,141,19,0.76,78,72,6,0.03,4152,3680,1872,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
9,160,140,20,0.92,81,72,9,0.05,4416,3856,1944,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
10,160,140,20,0.97,76,69,7,0.05,4416,3840,1824,1656,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
11,160,139,21,0.68,79,72,7,0.06,4224,3624,1896,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
12,160,138,22,0.69,79,70,9,0.05,4168,3576,1896,1680,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
13,160,133,27,0.67,78,71,7,0.03,4216,3552,1872,1704,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
14,160,137,23,0.61,80,70,10,0.0,4096,3528,1920,1680,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
15,160,133,27,0.57,81,72,9,0.02,4160,3416,1944,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
16,160,138,22,0.7,82,72,10,0.05,4184,3616,1968,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
17,160,138,22,0.75,78,72,6,0.06,4296,3656,1872,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
18,160,140,20,0.71,79,71,8,0.05,4184,3664,1896,1704,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
19,160,141,19,0.79,83,72,11,0.04,4184,3680,1992,1728,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
20,160,136,24,0.75,80,71,9,0.01,4200,3560,1920,1704,2,10000000,51,5,241227-101516_Run_17_Idx_96361,2000,10000000,4.9999999999999996e-05,20000000,1,0
