RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,135,112,23,0.95,51,42,9,0.0,8512,5728,1504,1224,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
2,133,114,19,1.02,53,43,10,0.0,7344,5416,1560,1248,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
3,133,111,22,0.86,55,43,12,0.0,6352,5064,1616,1248,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
4,134,114,20,0.98,53,44,9,0.0,7648,5192,1600,1312,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
5,135,118,17,0.83,54,44,10,0.0,7072,5416,1624,1304,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
6,135,116,19,0.81,51,42,9,0.0,7264,5320,1496,1232,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
7,135,113,22,0.94,51,43,8,0.0,7536,5664,1512,1256,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
8,133,115,18,0.91,54,42,12,0.0,7016,5144,1576,1224,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
9,136,113,23,0.88,54,43,11,0.0,6552,4952,1608,1256,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
10,134,110,24,0.96,55,43,12,0.0,7088,5112,1616,1264,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
11,137,112,25,0.79,52,44,8,0.0,6600,5208,1560,1304,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
12,135,113,22,1.12,52,44,8,0.0,7288,5496,1552,1296,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
13,137,115,22,0.82,51,43,8,0.0,8168,5744,1496,1248,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
14,135,114,21,1.38,50,41,9,0.0,10016,6376,1456,1176,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
15,133,112,21,0.65,56,43,13,0.0,5528,4688,1648,1240,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
16,132,113,19,0.95,54,42,12,0.0,7464,5512,1616,1232,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
17,136,117,19,0.76,53,42,11,0.0,7696,5536,1568,1224,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
18,135,117,18,0.67,54,41,13,0.0,6776,5112,1600,1208,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
19,134,112,22,0.87,48,42,6,0.0,7232,5576,1416,1224,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
20,133,114,19,1.01,52,41,11,0.0,6792,5520,1520,1192,4,7000000,51,5,241228-131904_Run_2_Idx_36467,2000,7000000,4.9999999999999996e-05,6000000,1,0
