,Unnamed: 0,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
55,1109.5,10.5,160.0,131.75,28.25,24.2105,87.65,66.45,21.2,26.114500000000003,25097.6,20726.0,29308.0,22369.6,2.0,0.0,51.0,5.0,1280.0,0.0,3.81e-05,20000000.0,501952.0,414520.0,586160.0,447392.0,0.1765625,0.23973142439557948
56,1129.5,10.5,89.85,27.45,62.4,24.2235,19.85,5.8,14.05,26.2445,114265.2,36086.8,37028.8,10853.6,7.0,0.0,51.0,5.0,4000.0,0.0,4.75e-05,20000000.0,2285304.0,721736.0,740576.0,217072.0,0.6943718833873209,0.7061101700232133
57,1149.5,10.5,160.0,108.4,51.6,24.226,84.1,55.0,29.1,26.135499999999997,25791.2,17445.2,27966.4,18442.4,2.0,0.0,51.0,5.0,2560.0,0.0,4.27e-05,20000000.0,515824.0,348904.0,559328.0,368848.0,0.32250000000000006,0.34532868422920376
58,1169.5,10.5,94.3,71.75,22.55,24.2405,24.95,20.9,4.05,26.178000000000004,158190.0,121036.8,49088.8,40810.0,7.0,0.0,51.0,5.0,1000.0,0.0,6.539999999999999e-05,20000000.0,3163800.0,2420736.0,981776.0,816200.0,0.23814660826174555,0.15296855921855923
59,1189.5,10.5,160.0,138.35,21.65,24.1875,90.15,77.35,12.8,26.0815,25050.4,21946.8,30203.2,26095.2,2.0,0.0,51.0,5.0,1000.0,0.0,7.08e-05,20000000.0,501008.0,438936.0,604064.0,521904.0,0.1353125,0.14169901005880892
60,1209.5,10.5,154.15,124.25,29.9,20.026,83.15,55.3,27.85,21.230999999999998,21680.0,16518.8,22189.2,14304.0,2.0,0.0,51.0,5.0,1600.0,0.0,3.399999999999999e-05,20000000.0,433600.0,330376.0,443784.0,286080.0,0.19394527148302412,0.3344536964966665
61,1229.5,10.5,44.5,14.85,29.65,23.097,10.5,3.05,7.45,22.995500000000003,110147.6,36422.4,23825.6,7739.6,14.0,0.0,51.0,5.0,1875.0,0.0,4.69e-05,20000000.0,2202952.0,728448.0,476512.0,154792.0,0.6660552984835105,0.7109124209124207
62,1249.5,10.5,157.6,123.75,33.85,17.676,85.35,62.0,23.35,18.755999999999997,19374.0,14525.2,20250.0,14064.0,2.0,0.0,51.0,5.0,1875.0,0.0,4.27e-05,20000000.0,387480.0,290504.0,405000.0,281280.0,0.21474370589468156,0.27297534279941693
63,1269.5,10.5,156.4,101.25,55.15,24.287,46.1,28.0,18.1,26.248,109569.6,68003.2,39089.6,22618.4,4.0,0.0,51.0,5.0,1600.0,0.0,4.799999999999999e-06,20000000.0,2191392.0,1360064.0,781792.0,452368.0,0.35256986648190247,0.3832848882909238
64,1289.5,10.5,158.55,120.0,38.55,24.371999999999996,47.5,34.4,13.1,26.247999999999998,110575.2,80553.2,41618.4,28592.4,4.0,0.0,51.0,5.0,1250.0,0.0,3.2099999999999994e-05,20000000.0,2211504.0,1611064.0,832368.0,571848.0,0.24289623284426276,0.27187724284443615
