RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,160,0,24.7,54,52,2,26.56,104456,104456,46040,45496,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
2,160,160,0,24.24,53,53,0,26.09,102992,102992,47008,47008,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
3,160,160,0,23.79,53,53,0,25.72,100760,100760,46560,46560,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
4,160,160,0,24.08,53,53,0,25.94,103000,103000,46960,46960,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
5,160,160,0,24.99,54,51,3,26.96,104264,104264,44328,43512,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
6,160,160,0,24.42,53,53,0,26.36,104096,104096,47040,47040,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
7,160,160,0,24.62,53,53,0,26.55,106544,106544,46648,46648,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
8,160,160,0,24.21,52,52,0,26.12,104032,104032,45776,45776,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
9,160,160,0,24.31,53,51,2,26.28,104520,104520,44096,43552,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
10,160,160,0,24.59,52,52,0,26.5,107280,107280,45616,45616,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
11,160,160,0,24.58,53,52,1,26.58,106168,106168,45912,45640,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
12,160,160,0,24.48,52,52,0,26.12,106216,106216,45800,45800,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
13,160,160,0,24.4,53,52,1,26.32,105512,105512,44224,43952,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
14,160,160,0,24.53,52,52,0,26.42,105072,105072,45504,45504,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
15,160,160,0,24.03,52,52,0,26.15,103496,103496,45288,45288,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
16,160,160,0,23.91,52,52,0,25.77,102920,102920,45536,45536,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
17,160,160,0,24.35,53,52,1,26.36,102064,102064,45384,45112,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
18,160,160,0,24.07,52,52,0,26.08,103072,103072,46464,46464,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
19,160,160,0,23.96,52,52,0,25.92,102448,102448,45824,45824,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
20,160,160,0,24.54,52,52,0,26.35,102808,102808,46936,46936,4,0,51,5,241223-133416_Run_1_Idx_50522,2000,0,6.0299999999999995e-05,10000000,1,0
