RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,49,19,30,24.43,13,4,9,26.69,136912,52856,53320,15952,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
2,51,19,32,23.86,11,3,8,26.18,147808,53608,46584,12456,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
3,52,17,35,24.38,11,3,8,26.45,159512,50952,49920,13568,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
4,52,16,36,24.42,11,3,8,26.27,152816,44760,49920,13568,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
5,53,17,36,24.32,11,3,8,26.27,160976,51152,48640,13312,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
6,52,16,36,24.19,11,3,8,26.09,161904,47400,45472,12456,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
7,47,16,31,23.94,11,3,8,25.91,142576,44248,45472,12456,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
8,47,16,31,24.02,11,3,8,25.55,138896,44560,44192,12200,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
9,51,17,34,24.49,11,3,8,26.27,156008,48104,45216,12456,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
10,48,17,31,24.42,11,3,8,26.09,150008,46344,45472,12456,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
11,56,19,37,25.04,10,3,7,26.6,182544,60008,41632,12712,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
12,49,17,32,24.67,8,2,6,26.5,131856,47584,35840,8960,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
13,49,18,31,24.35,10,3,7,26.4,130232,48880,41120,12456,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
14,45,17,28,24.82,10,3,7,26.8,119232,45992,39408,11600,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
15,43,17,26,24.21,8,2,6,26.5,103392,41520,34816,8704,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
16,46,17,29,24.3,8,2,6,26.25,122048,44520,34816,8704,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
17,44,17,27,24.5,9,3,6,26.78,115480,44480,39248,12712,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
18,44,18,26,23.68,8,2,6,26.25,98536,43120,36864,9216,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
19,44,20,24,24.18,8,2,6,26.5,106040,47144,36864,9216,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
20,42,18,24,23.76,8,3,5,26.25,109360,46816,33960,12200,14,1000000,51,5,241227-100827_Run_8_Idx_77120,2000,1000000,4.9999999999999996e-05,20000000,1,0
