RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,165,127,38,5,177,148,29,5
2,166,123,43,5,178,144,34,5
3,162,121,41,5,155,124,31,5
4,170,124,46,5,157,130,27,5
5,164,124,40,5,157,129,28,5
6,165,121,44,5,132,104,28,5
7,166,127,39,5,139,111,28,5
8,164,123,41,5,147,120,27,5
9,167,121,46,5,157,129,28,5
10,169,126,43,5,164,136,28,5
