RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,131,29,0.88,70,57,13,0.07,4336,3528,1680,1368,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
2,160,131,29,0.8,72,57,15,0.08,4344,3480,1728,1368,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
3,160,124,36,0.71,72,56,16,0.07,4232,3248,1728,1344,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
4,160,133,27,0.78,67,55,12,0.04,4360,3576,1608,1320,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
5,160,128,32,0.76,67,56,11,0.04,4264,3368,1608,1344,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
6,160,131,29,0.74,69,57,12,0.0,4240,3464,1656,1368,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
7,160,132,28,0.8,69,57,12,0.04,4296,3560,1656,1368,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
8,160,129,31,0.76,70,56,14,0.07,4280,3400,1680,1344,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
9,160,134,26,0.75,72,57,15,0.08,4216,3536,1728,1368,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
10,160,132,28,0.81,68,57,11,0.07,4280,3528,1632,1368,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
11,160,126,34,0.7,69,54,15,0.04,4200,3312,1656,1296,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
12,160,129,31,0.91,72,55,17,0.03,4400,3568,1728,1320,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
13,160,132,28,0.76,69,55,14,0.01,4304,3496,1656,1320,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
14,160,130,30,0.82,70,56,14,0.06,4352,3536,1680,1344,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
15,160,132,28,0.58,71,55,16,0.08,4120,3384,1704,1320,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
16,160,133,27,0.78,71,56,15,0.07,4336,3568,1704,1344,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
17,160,135,25,0.68,71,54,17,0.06,4104,3480,1704,1296,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
18,160,133,27,0.59,68,55,13,0.04,4080,3400,1632,1320,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
19,160,129,31,0.75,67,55,12,0.0,4224,3416,1608,1320,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
20,160,131,29,0.91,69,57,12,0.03,4472,3536,1656,1368,2,3000000,51,5,241228-125511_Run_1_Idx_51358,2000,3000000,4.9999999999999996e-05,14000000,1,0
